,Unnamed: 0,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리,지역별 평균 월세,TC(총영업비용),FC(고정비용),VC(변동비용),회수기간_상,회수기간_중,회수기간_하,연수익매출_상,연수익매출_중,연수익매출_하,월수익매출_상,월수익매출_중,월수익매출_하,연순수익_상,연순수익_중,연순수익_하,월순수익_상,월순수익_중,월순수익_하,순수익률_상,순수익률_중,순수익률_하
2080,2080,서울 종로구 00동,429, 40 개, 40 개,00 대,5000 만원,530, 별도 ,3억6000,-선택사항- ,-선택사항-     ,5000,36000,40,530,0,42,36000,530,133,3.2,3.9,5.8,17136,17136,17136,1596,1428,1176,11196,9180,6156,933,765,513,31,25,17
2081,2081,서울 서초구 서초동,404.23, 50 개, 31 개,00 대,8500 만원,520,46,2억3천,-선택사항- ,-선택사항-     ,8500,23000,50,520,46,45,23000,566,166,1.4,1.6,2.3,22944,22944,22944,2137,1912,1575,16860,14160,10116,1405,1180,843,73,61,43
2082,2082,서울 강남구 00동,100, 33 개,  개,00 대,7000 만원,600,0,24000,-선택사항- ,-선택사항-     ,7000,24000,33,600,0,48,24000,600,110,2.5,3.1,5,16152,16152,16152,1504,1346,1108,9528,7632,4776,794,636,398,39,31,19
2083,2083,서울 동작구 00동,120, 42 개,  개,00 대,7000 만원,430,0,24000,-선택사항- ,-선택사항-     ,7000,24000,42,430,0,38,24000,430,140,2.1,2.5,3.7,16272,16272,16272,1516,1356,1117,11352,9432,6564,946,786,547,47,39,27
2084,2084,서울 송파구 00동,333, 30 개,  개,00 대,5000 만원,400,0,32000,-선택사항- ,-선택사항-     ,5000,32000,30,400,0,42,32000,400,100,3.8,4.7,7,12852,12852,12852,1197,1071,882,8364,6852,4584,697,571,382,26,21,14
2085,2085,서울 노원구 00동,* ,  개,  개,00 대, 만원,390,0,25000,-선택사항- ,-선택사항-     ,0,25000,0,390,0,36,25000,390,100,3.9,4.9,7.8,11016,11016,11016,1026,918,756,6432,5136,3192,536,428,266,25,20,12
2086,2086,서울 강서구 00동,* ,  개,  개,00 대, 만원,300,0,18000,-선택사항- ,-선택사항-     ,0,18000,0,300,0,34,18000,300,100,2.6,3.2,4.8,10404,10404,10404,969,867,714,6828,5604,3768,569,467,314,37,31,20
2087,2087,서울 강동구 00동,* ,  개,  개,00 대, 만원,350,0,12000,-선택사항- ,-선택사항-     ,0,12000,0,350,0,38,12000,350,100,1.6,1.9,2.9,11628,11628,11628,1083,969,798,7596,6228,4176,633,519,348,63,51,34
2088,2088,서울 영등포구 00동,약150평 ,  개,  개,00 대,7000 만원,450,0,15000,-선택사항- ,-선택사항-     ,7000,15000,0,450,0,38,15000,450,100,2.3,3,5,11628,11628,11628,1083,969,798,6396,5028,2976,533,419,248,42,33,19
2089,2089,서울 강남구 00동,추천 ,  개,  개,00 대,5000 만원,400,0,2억8500,-선택사항- ,-선택사항-     ,5000,28500,0,400,0,48,28500,400,100,2.7,3.3,4.7,14688,14688,14688,1368,1224,1007,10416,8688,6084,868,724,507,36,30,21
2090,2090,서울 동작구 00동,고시원 ,  개,  개,00 대,5000 만원,407,0,1억4000,-선택사항- ,-선택사항-     ,5000,14000,0,407,0,38,14000,407,100,2,2.5,4,11628,11628,11628,1083,969,798,6912,5544,3492,576,462,291,49,39,24
2091,2091,서울 중구 00동,140평 ,  개,  개,00 대,3600 만원,415,0,2600,-선택사항- ,-선택사항-     ,3600,2600,0,415,0,41,2600,415,100,0.3,0.4,0.6,12540,12540,12540,1168,1045,861,7836,6360,4152,653,530,346,301,244,159
2092,2092,서울 강남구 강남구,128평 , 38 개,  개,00 대, 만원,660,0,3억3천,-선택사항- ,-선택사항-     ,0,33000,38,660,0,48,33000,660,126,2.9,3.6,5.6,18600,18600,18600,1732,1550,1276,11352,9168,5880,946,764,490,34,27,17
2093,2093,서울 영등포구 00동,320, 35 개, 29 개,00 대,7000 만원,380,0,15500,-선택사항- ,-선택사항-     ,7000,15500,35,380,0,38,15500,380,116,1.7,2,3,13560,13560,13560,1263,1130,930,9204,7608,5208,767,634,434,59,49,33
2094,2094,서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,470,150,2.6,3.1,4.3,18816,18816,18816,1752,1568,1291,13584,11376,8052,1132,948,671,38,32,23
2095,2095,서울 강남구 00동,문의주세요 , 문의� 개,  개,00 대,문의주세요 만원, 문의주세요 , 문의주세요 ,문의주세요,-선택사항- ,-선택사항-     ,0,0,0,0,0,48,0,0,100,2.6,3.1,4.3,14688,14688,14688,1368,1224,1007,15216,13488,10884,1268,1124,907,38,32,23
2096,2096,서울 강남구 00동,문의주세요 , 문의� 개,  개,00 대,문의주세요 만원, 문의주세요 ,0,문의주세요,-선택사항- ,-선택사항-     ,0,0,0,0,0,48,0,0,100,2.6,3.1,4.3,14688,14688,14688,1368,1224,1007,15216,13488,10884,1268,1124,907,38,32,23
2097,2097,서울 영등포구 00동,360, 40 개, 20 개,00 대,5000 만원,400,0,1억5500,-선택사항- ,-선택사항-     ,5000,15500,40,400,0,38,15500,400,133,1.4,1.7,2.4,15504,15504,15504,1444,1292,1064,10932,9108,6372,911,759,531,70,58,41
2098,2098,서울 영등포구 00동,90,  개,  개,00 대,7000 만원,360,0,16000,-선택사항- ,-선택사항-     ,7000,16000,0,360,0,38,16000,360,100,2.1,2.6,3.9,11628,11628,11628,1083,969,798,7476,6108,4056,623,509,338,46,38,25
2099,2099,서울 동작구 00동,430, 36 개, 36 개,00 대, 만원,400,0,2억3000,-선택사항- ,-선택사항-     ,0,23000,36,400,0,38,23000,400,120,2.5,3,4.4,13944,13944,13944,1299,1162,957,9348,7704,5244,779,642,437,40,33,22
2100,2100,서울 구로구 00동,285, 24 개,  개,00 대,2000 만원,150,0,2000,-선택사항- ,-선택사항-     ,2000,2000,24,150,0,36,2000,150,80,0.3,0.3,0.4,8808,8808,8808,820,734,604,7080,6048,4488,590,504,374,354,302,224
2101,2101,서울 관악구 00동,370, 47 개, 20 개,00 대,3500 만원,350,0,1억6500,-선택사항- ,-선택사항-     ,3500,16500,47,350,0,33,16500,350,156,1.4,1.7,2.4,15816,15816,15816,1473,1318,1085,11604,9744,6948,967,812,579,70,59,42
2102,2102,서울 구로구 00동,520, 67 개, 44 개,00 대,6500 만원,650,0,2억7000,-선택사항- ,-선택사항-     ,6500,27000,67,650,0,36,27000,650,223,1.6,1.9,2.8,24600,24600,24600,2291,2050,1688,17016,14124,9780,1418,1177,815,63,52,36
2103,2103,서울 구로구 구로동,250, 20 개, 20 개,1 대,2천 만원,160,20,합7천,-선택사항- ,-선택사항-     ,2000,7000,20,160,20,36,7000,180,66,1.3,1.6,2.3,7344,7344,7344,684,612,503,5256,4392,3084,438,366,257,75,62,44
2104,2104,서울 강남구 도곡역,300, 40 개, 0 개,1 대,3500 만원,295,30,7900,-선택사항- ,-선택사항-     ,3500,7900,40,295,30,48,7900,325,133,0.5,0.6,0.7,19584,19584,19584,1824,1632,1344,16392,14088,10632,1366,1174,886,207,178,134
2105,2105,서울 성북구 00동,270.12,  개,  개,00 대, 만원,415,0,합,-선택사항- ,-선택사항-     ,0,0,0,415,0,37,0,415,100,0.5,0.6,0.7,11316,11316,11316,1054,943,777,6468,5136,3144,539,428,262,207,178,134
2106,2106,서울 마포구 염리동,400, 54 개, 36 개,x 대,5000 만원,550, 별도 ,18000,-선택사항- ,-선택사항-     ,5000,18000,54,550,0,40,18000,550,180,1.1,1.4,1.9,22032,22032,22032,2052,1836,1512,15864,13272,9384,1322,1106,782,88,73,52
2107,2107,서울 강남구 대치동,330, 43 개, 20 개,x 대,5000 만원,630, 별도 ,33000,-선택사항- ,-선택사항-     ,5000,33000,43,630,0,48,33000,630,143,2.3,2.8,4.1,21048,21048,21048,1960,1754,1444,14244,11772,8052,1187,981,671,43,35,24
2108,2108,서울 중구 장충동,345, 40 개, 21 개,x 대,5000 만원,360, 별도 ,17000,-선택사항- ,-선택사항-     ,5000,17000,40,360,0,41,17000,360,133,1.3,1.6,2.2,16728,16728,16728,1558,1394,1148,12780,10812,7860,1065,901,655,75,63,46
2109,2109,서울 송파구 석촌동,350, 36 개, 30 개,1 대,9000 만원,500, 별도 ,17000,-선택사항- ,-선택사항-     ,9000,17000,36,500,0,42,17000,500,120,1.7,2.1,3.2,15420,15420,15420,1436,1285,1058,9792,7980,5256,816,665,438,57,46,30
2110,2110,서울 동작구 노량진동,381.76, 54 개, 31 개,00 대,9000 만원,500,0,3억5천,-선택사항- ,-선택사항-     ,9000,35000,54,500,0,38,35000,500,180,2.3,2.7,3.9,20928,20928,20928,1949,1744,1436,15228,12768,9072,1269,1064,756,43,36,25
2111,2111,서울 종로구 00,428.64, 40 개, 40 개,가능 대,5000 만원,520, 별도 ,3억5천,-선택사항- ,-선택사항-     ,5000,35000,40,520,0,42,35000,520,133,3.1,3.8,5.6,17136,17136,17136,1596,1428,1176,11316,9300,6276,943,775,523,32,26,17
2112,2112,서울 서초구 00동,302.4, 34 개, 27 개,없음 대,5000 만원,422, 포함 ,2400,-선택사항- ,-선택사항-     ,5000,2400,34,422,0,45,2400,422,113,0.2,0.3,0.4,15600,15600,15600,1453,1300,1071,11016,9180,6432,918,765,536,459,382,268
2113,2113,서울 중랑구 00동,80평 , 35 개, 16 개,노 대,5000 만원,350, 35만원 ,12000,7호선 ,-선택사항-     ,5000,12000,35,350,35,32,12000,385,116,1.8,2.2,3.5,11424,11424,11424,1064,952,784,6756,5412,3396,563,451,283,56,45,28
2114,2114,서울 금천구 00동,264.6,  개,  개,00 대, 만원,272,0,합,-선택사항- ,-선택사항-     ,0,0,0,272,0,38,0,272,100,1.8,2.2,3.5,11628,11628,11628,1083,969,798,8532,7164,5112,711,597,426,56,45,28
2115,2115,서울 송파구 00동,429.78, 21 개, 21 개,1 대,1억 만원,500,60,31000,-선택사항- ,-선택사항-     ,10000,31000,21,500,60,42,31000,560,70,12.5,21.7,-198.7,8988,8988,8988,837,749,617,2484,1428,-156,207,119,-13,8,4,0
2116,2116,서울 노원구 00동,397.11, 67 개, 4 개,3 대,7000 만원,450, 없음 ,12000,-선택사항- ,-선택사항-     ,7000,12000,67,450,0,36,12000,450,223,0.6,0.7,1,24600,24600,24600,2291,2050,1688,19416,16524,12180,1618,1377,1015,161,137,101
2117,2117,서울 동작구 00동,245, 38 개, 38 개,없음 대,5000 만원,506, 없음 ,26000,-선택사항- ,-선택사항-     ,5000,26000,38,506,0,38,26000,506,126,2.9,3.6,5.7,14724,14724,14724,1371,1227,1010,8868,7140,4536,739,595,378,34,27,17
2118,2118,서울 동작구 00동,200, 33 개, 2 개,없음 대,3000 만원,200, 없음 ,6천,-선택사항- ,-선택사항-     ,3000,6000,33,200,0,38,6000,200,110,0.6,0.7,0.9,12780,12780,12780,1191,1065,877,10572,9060,6804,881,755,567,176,151,113
2119,2119,서울 강서구 00동,261,  개,  개,00 대,2000 만원,100, 사용량에 따라 부과 ,5000,-선택사항- ,-선택사항-     ,2000,5000,0,100,0,34,5000,100,100,0.5,0.6,0.8,10404,10404,10404,969,867,714,9228,8004,6168,769,667,514,184,160,123
2120,2120,서울 강서구 00동,450,  개,  개,00 대,3000 만원,280, 사용량에 따라 부과 ,8500,-선택사항- ,-선택사항-     ,3000,8500,0,280,0,34,8500,280,100,1.2,1.5,2.1,10404,10404,10404,969,867,714,7068,5844,4008,589,487,334,83,68,47
2121,2121,서울 노원구 00동,283,  개,  개,00 대,5000 만원,300, 사용량에 따라 부과 ,5000,-선택사항- ,-선택사항-     ,5000,5000,0,300,0,36,5000,300,100,0.7,0.8,1.2,11016,11016,11016,1026,918,756,7512,6216,4272,626,518,356,150,124,85
2122,2122,서울 동작구 00동,120, 42 개,  개,00 대,7000 만원,430,0,24000,-선택사항- ,-선택사항-     ,7000,24000,42,430,0,38,24000,430,140,2.1,2.5,3.7,16272,16272,16272,1516,1356,1117,11352,9432,6564,946,786,547,47,39,27
2123,2123,서울 강서구 화곡동,급매물 , 39 개,  개,00 대,2000 만원,308,0,1억,-선택사항- ,-선택사항-     ,2000,10000,39,308,0,34,10000,308,130,1,1.2,1.7,13524,13524,13524,1259,1127,928,9852,8268,5880,821,689,490,98,82,58
2124,2124,서울 강남구 00동,100, 34 개,  개,00 대,7000 만원,600,0,24000,-선택사항- ,-선택사항-     ,7000,24000,34,600,0,48,24000,600,113,2.4,3,4.7,16644,16644,16644,1550,1387,1142,10044,8088,5148,837,674,429,41,33,21
2125,2125,서울 동작구 노량진동,440, 36 개, 36 개,1 대,1.5억 만원,480,30,권리금1억8천,-선택사항- ,-선택사항-     ,0,18000,36,480,30,38,18000,510,120,2.2,2.8,4.6,13944,13944,13944,1299,1162,957,8028,6384,3924,669,532,327,44,35,21
2126,2126,서울 동작구 00동,올원룸 ,  개,  개,00 대,5000 만원,460,0,2억6000,-선택사항- ,-선택사항-     ,5000,26000,0,460,0,38,26000,460,100,4.1,5.3,9.1,11628,11628,11628,1083,969,798,6276,4908,2856,523,409,238,24,18,10
2127,2127,서울 동작구 00동,고시원 ,  개,  개,00 대,3000 만원,420,0,2억2000,-선택사항- ,-선택사항-     ,3000,22000,0,420,0,38,22000,420,100,3.3,4.1,6.6,11628,11628,11628,1083,969,798,6756,5388,3336,563,449,278,30,24,15
2128,2128,서울 마포구 00동,459.12, 54 개, 54 개,00 대,8천 만원,900,50,4억2천,-선택사항- ,-선택사항-     ,8000,42000,54,900,50,40,42000,950,180,3.8,5,9.2,22032,22032,22032,2052,1836,1512,11064,8472,4584,922,706,382,26,20,10
2129,2129,서울 구로구 00동,500,  개,  개,00 대,7000 만원,450, 사용량에 따라 부과 ,1억3000,-선택사항- ,-선택사항-     ,7000,13000,0,450,0,36,13000,450,100,2.3,2.9,5.3,11016,11016,11016,1026,918,756,5712,4416,2472,476,368,206,43,33,19
2130,2130,서울 마포구 00동,고시원 ,  개,  개,00 대,3000 만원,200,0,8000,-선택사항- ,-선택사항-     ,3000,8000,0,200,0,40,8000,200,100,0.8,0.9,1.2,12240,12240,12240,1140,1020,840,10080,8640,6480,840,720,540,126,108,81
2131,2131,서울 영등포구 00동,462, 41 개, 41 개,3 대,5천 만원,420,30,4억1천,-선택사항- ,-선택사항-     ,5000,41000,41,420,30,38,41000,450,136,3.8,4.6,6.8,15888,15888,15888,1480,1324,1090,10728,8856,6048,894,738,504,26,21,14
2132,2132,서울 구로구 00동,310, 29 개, 29 개,00 대,4천 만원,300,0,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0,36,26000,300,96,3.6,4.4,6.5,10644,10644,10644,991,887,730,7140,5892,4008,595,491,334,27,22,15
2133,2133,서울 영등포구 00동,320, 35 개, 29 개,00 대,7000 만원,380,0,시설비8500,-선택사항- ,-선택사항-     ,7000,8500,35,380,0,38,8500,380,116,0.9,1.1,1.6,13560,13560,13560,1263,1130,930,9204,7608,5208,767,634,434,108,89,61
2134,2134,서울 동대문구 00동,460, 47 개,  개,00 대,7천 만원,580,50,1억6천,-선택사항- ,-선택사항-     ,7000,16000,47,580,50,37,16000,630,156,1.5,1.9,3.1,17736,17736,17736,1652,1478,1217,10392,8304,5172,866,692,431,64,51,32
2135,2135,서울 관악구 00동,350, 47 개,  개,00 대,3천 만원,320,30,1억6천5백,-선택사항- ,-선택사항-     ,3000,16500,47,320,30,33,16500,350,156,1.4,1.7,2.4,15816,15816,15816,1473,1318,1085,11604,9744,6948,967,812,579,70,59,42
2136,2136,서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,470,150,2.6,3.1,4.3,18816,18816,18816,1752,1568,1291,13584,11376,8052,1132,948,671,38,32,23
2137,2137,서울 성동구 한양대,420, 40 개, 40 개,1 대,4천 만원,470,66,합3억4천,-선택사항- ,-선택사항-     ,4000,34000,40,470,66,38,34000,536,133,3.7,4.5,7.2,15504,15504,15504,1444,1292,1064,9300,7476,4740,775,623,395,27,21,13
2138,2138,서울 강남구 도곡역,300, 40 개, 0 개,1 대,3500 만원,295,30,합7900,-선택사항- ,-선택사항-     ,3500,7900,40,295,30,48,7900,325,133,0.5,0.6,0.7,19584,19584,19584,1824,1632,1344,16392,14088,10632,1366,1174,886,207,178,134
2139,2139,서울 중구 00동,고시원 ,  개,  개,00 대,3000 만원,250,0,26000,-선택사항- ,-선택사항-     ,3000,26000,0,250,0,41,26000,250,100,2.6,3.1,4.2,12540,12540,12540,1168,1045,861,9816,8340,6132,818,695,511,37,32,23
2140,2140,서울 성북구 00동,고시원 ,  개,  개,00 대,4000 만원,228,0,8000,-선택사항- ,-선택사항-     ,4000,8000,0,228,0,37,8000,228,100,0.9,1.1,1.5,11316,11316,11316,1054,943,777,8712,7380,5388,726,615,449,108,92,67
2141,2141,서울 종로구 00동,250,  개,  개,00 대,8천 만원,520,0,1억8천,-선택사항- ,-선택사항-     ,8000,18000,0,520,0,42,18000,520,100,2.6,3.3,5.7,12852,12852,12852,1197,1071,882,6924,5412,3144,577,451,262,38,30,17
2142,2142,서울 관악구 00동,307, 37 개,  개,00 대,6000 만원,430,0,21000,-선택사항- ,-선택사항-     ,6000,21000,37,430,0,33,21000,430,123,2.9,3.6,5.8,12444,12444,12444,1159,1037,854,7272,5808,3612,606,484,301,34,27,17
2143,2143,서울 강남구 00동,  100평 , 32 개, 31 개,노 대,일억 만원,650,  노 ,28000,2호선 강남역,-선택사항-     ,10000,28000,32,650,0,48,28000,650,106,3.3,4.3,7.3,15660,15660,15660,1459,1305,1075,8436,6588,3828,703,549,319,30,23,13
2144,2144,서울 구로구 00동,130, 55 개,  개,00 대,7000 만원,582,0,13000,-선택사항- ,-선택사항-     ,7000,13000,55,582,0,36,13000,582,183,1,1.2,1.7,20196,20196,20196,1881,1683,1386,13392,11016,7452,1116,918,621,103,84,57
2145,2145,서울 강동구 00동,약150평 ,  개,  개,00 대,5000 만원,610,0,31000,-선택사항- ,-선택사항-     ,5000,31000,0,610,0,38,31000,610,100,6.9,10,29.4,11628,11628,11628,1083,969,798,4476,3108,1056,373,259,88,14,10,3
2146,2146,서울 구로구 00동,150평 ,  개,  개,00 대,5000 만원,340,0,26000,-선택사항- ,-선택사항-     ,5000,26000,0,340,0,36,26000,340,100,3.7,4.5,6.9,11016,11016,11016,1026,918,756,7032,5736,3792,586,478,316,27,22,14
2147,2147,서울 강남구 00동,약150평 ,  개,  개,00 대,7000 만원,800,0,37000,-선택사항- ,-선택사항-     ,7000,37000,0,800,0,48,37000,800,100,6.6,9.5,28.8,14688,14688,14688,1368,1224,1007,5616,3888,1284,468,324,107,15,10,3
2148,2148,서울 동작구 00동,176.26, 15 개,  개,00 대,2000 만원,220,0,11000,-선택사항- ,-선택사항-     ,2000,11000,15,220,0,38,11000,220,50,3.4,4.3,7.1,5808,5808,5808,541,484,399,3252,2568,1548,271,214,129,29,23,14
2149,2149,서울 강북구 00,330, 40 개, 3 개,00 대,2500 만원,150,0,6천,-선택사항- ,-선택사항-     ,2500,6000,40,150,0,35,6000,150,133,0.5,0.6,0.7,14280,14280,14280,1330,1190,979,12564,10884,8352,1047,907,696,209,181,139
2150,2150,서울 동작구 노량진동,381.76, 54 개, 31 개,00 대,9000 만원,500,0,3억5천,-선택사항- ,-선택사항-     ,9000,35000,54,500,0,38,35000,500,180,2.3,2.7,3.9,20928,20928,20928,1949,1744,1436,15228,12768,9072,1269,1064,756,43,36,25
2151,2151,서울 동작구 00동,450,  개,  개,00 대,5000 만원,300, 사용량에 따라 부과 ,1억2000,-선택사항- ,-선택사항-     ,5000,12000,0,300,0,38,12000,300,100,1.5,1.8,2.5,11628,11628,11628,1083,969,798,8196,6828,4776,683,569,398,68,56,39
2152,2152,서울 중구 00동,324,  개,  개,00 대,5000 만원,366, 사용량에 따라 부과 ,1억600,-선택사항- ,-선택사항-     ,5000,1600,0,366,0,41,1600,366,100,0.2,0.2,0.3,12540,12540,12540,1168,1045,861,8424,6948,4740,702,579,395,526,434,296
2153,2153,서울 동작구 00동,393.12, 42 개,  개,00 대,7000 만원,430, 10만원 ,25000,-선택사항- ,-선택사항-     ,7000,25000,42,430,10,38,25000,440,140,2.2,2.7,3.9,16272,16272,16272,1516,1356,1117,11232,9312,6444,936,776,537,44,37,25
2154,2154,서울 동작구 00동,217.32, 30 개,  개,00 대,3000 만원,200,0,6500,-선택사항- ,-선택사항-     ,3000,6500,30,200,0,38,6500,200,100,0.7,0.8,1.1,11628,11628,11628,1083,969,798,9396,8028,5976,783,669,498,144,123,91
2155,2155,서울 관악구 00동,500,  개,  개,00 대,3500 만원,350,0,1억7000,-선택사항- ,-선택사항-     ,3500,17000,0,350,0,33,17000,350,100,2.9,3.6,5.8,10092,10092,10092,940,841,693,5880,4692,2916,490,391,243,34,27,17
2156,2156,서울 종로구 00동,250, 상담 개,  개,00 대,8000 만원,550,0,17500,-선택사항- ,-선택사항-     ,8000,17500,0,550,0,42,17500,550,100,2.7,3.5,6.3,12852,12852,12852,1197,1071,882,6564,5052,2784,547,421,232,37,28,15
2157,2157,서울 송파구 00동,286.8, 상담 개,  개,00 대,9000 만원,470,0,18000,-선택사항- ,-선택사항-     ,9000,18000,0,470,0,42,18000,470,100,2.4,3,4.8,12852,12852,12852,1197,1071,882,7524,6012,3744,627,501,312,41,33,20
2158,2158,서울 동대문구 00동,488.07, 상담 개,  개,00 대,7000 만원,410,0,28000,-선택사항- ,-선택사항-     ,7000,28000,0,410,0,37,28000,410,100,4.3,5.4,8.7,11316,11316,11316,1054,943,777,6528,5196,3204,544,433,267,23,18,11
2159,2159,서울 강동구 00동,330, 43 개, 0 개,00 대,5000 만원,380,0,1억2000,-선택사항- ,-선택사항-     ,5000,12000,43,380,0,38,12000,380,143,1,1.2,1.6,16656,16656,16656,1552,1388,1143,12348,10380,7440,1029,865,620,102,86,62
2160,2160,서울 성북구 삼선동1가,197.39, 35 개, 6 개,00 대,4000 만원,250,0,7000,-선택사항- ,-선택사항-     ,4000,7000,35,250,0,37,7000,250,116,0.7,0.8,1.1,13200,13200,13200,1230,1100,906,10368,8808,6480,864,734,540,148,125,92
2161,2161,서울 성북구 00동,240.36, 24 개, 24 개,00 대,3천 만원,240,0,1억9천만,-선택사항- ,-선택사항-     ,3000,19000,24,240,0,37,19000,240,80,3,3.6,5.3,9048,9048,9048,843,754,621,6276,5208,3612,523,434,301,33,27,19
2162,2162,서울 중구 00동,396, 55 개, 0 개,00 대,1억 만원,600, 별도 ,2억,-선택사항- ,-선택사항-     ,10000,20000,55,600,0,41,20000,600,183,1.2,1.5,2.1,22992,22992,22992,2142,1916,1578,16308,13596,9540,1359,1133,795,81,67,47
2163,2163,서울 송파구 00동,360, 36 개, 36 개,00 대,5000 만원,540,0,2억7000,-선택사항- ,-선택사항-     ,5000,27000,36,540,0,42,27000,540,120,2.9,3.6,5.7,15420,15420,15420,1436,1285,1058,9312,7500,4776,776,625,398,34,27,17
2164,2164,서울 강동구 길동,240.3, 28 개, 17 개,00 대,3000 만원,264,0,1억5천,-선택사항- ,-선택사항-     ,3000,15000,28,264,0,38,15000,264,93,1.9,2.3,3.2,10848,10848,10848,1010,904,744,7836,6564,4644,653,547,387,52,43,30
