,지역,주소,인근 지하철,고시원명,빈방,총 방갯수,월세,식사 제공,주차 제공,남녀 구분,층 분리
1533,서울,서울 양천구 신월로 365,9호선 삼전역,허브레지던스 잠실점,1개,['38개'],월세  25~47,Y,2,공용,N
1534,서울,서울 송파구 삼전로 72-1,2호선 신림역,싱글하우스 신림점,빈방없음,['37개'],월세  28~45,Y,1,공용,N
1535,서울,서울 관악구 봉천로262,2호선 을지로4가역,평안고시원,빈방없음,['31개'],월세  20~25,Y,N,공용,N
1536,서울,서울 중구 퇴계로51길 12,3호선 경찰병원역,오픈하우스 경찰병원역점,1개,['40개'],월세  38~55,Y,3,공용,Y
1537,서울,서울 송파구 송이로 163-1,N,백합고시텔,1개,['14개'],월세  20~25,Y,N,여성전용,N
1538,울산,울산 남구 삼산로9번길 13-1,9호선 한성백제역,방이고시텔,1개,['46개'],월세  23~34,Y,2,공용,N
1539,서울,서울 송파구 백제고분로50길 27,N,대가야고시원,1개,['28개'],월세  45~45,Y,15,공용,N
1540,경북,경북 고령군 운수면 금성길 15,N,가산고시원,1개,['49개'],월세  46~46,Y,20,공용,N
1541,경북,경북 칠곡군 동명면 기성2길 38,6호선 역촌역,서울고시원,빈방없음,['52개'],월세  20~28,Y,N,공용,N
1542,서울,서울 은평구 서오릉로58,5호선 신정역,라임하우스 목동신정점,빈방없음,['40개'],월세  25~30,Y,2,공용,Y
1543,서울,서울 양천구 오목로 184,2호선 신대방역,마이홈리빙텔 신대방역점,빈방없음,['38개'],월세  24~37,Y,4,공용,N
1544,서울,서울 관악구 난곡로 339,N,스카이고시텔,1개,['36개'],월세  20~25,Y,3,공용,N
1545,서울,서울 양천구 등촌로 76,2호선 신림역,웰빙텔 신림역점,빈방없음,['37개'],월세  25~48,Y,N,공용,Y
1546,서울,서울 관악구 남부순환로 1599-4 ,2호선 낙성대역,소호리빙텔 낙성대점,1개,['37개'],월세  22~39,Y,N,공용,Y
1547,서울,서울 관악구 낙성대로 33,인천1호선 경인교대입구역,드림고시텔,1개,['42개'],월세  18~20,Y,N,공용,N
1548,인천,인천 계양구 계양대로 159-1,부산2호선 장산역,아쿠아리빙텔,빈방없음,['33개'],월세  35~45,Y,2,공용,N
1549,부산,부산 해운대구 해운대로 814 ,5호선 영등포시장역,모던원룸텔,1개,['29개'],월세  38~50,Y,N,공용,N
1550,서울,서울 영등포구 영중로24길 5-1,5호선 화곡역,퍼스고시텔,1개,['40개'],월세  23~30,Y,3,공용,N
1551,서울,서울 강서구 강서로 186,N,한아름고시텔,1개,['16개'],월세  28~33,Y,7,공용,N
1552,울산,울산 동구 대송로 139 ,경의중앙선 서울역 (경의중앙선 ),서울역 게스트 원룸,빈방없음,['31개'],월세  25~35,Y,N,공용,N
1553,서울,서울 중구 통일로24,동해선 안락역,화이트미니텔,빈방없음,['29개'],월세  30~40,Y,5,공용,N
1554,부산,부산 연제구 과정로 216,N,게스트원룸텔 수원점,빈방없음,['60개'],월세  25~45,Y,2,공용,N
1555,경기,경기 수원시 장안구 창룡대로 193,4호선 정왕역,금진고시원,2개,['40개'],월세  22~23,Y,10,공용,N
1556,경기,경기 시흥시 마유로 423번길 24-10,2호선 신촌역,신촌게스트원룸텔,빈방없음,['44개'],월세  40~80,Y,N,공용,N
1557,서울,서울 서대문구 연세로9길 10-1,2호선 이대역,올리브하우스,빈방없음,['27개'],월세  48~55,Y,N,여성전용,N
1558,서울,서울 서대문구 이화여대길 50-6,부산1호선 서면역,굿모닝하우스,빈방없음,['29개'],월세  30~35,Y,N,공용,Y
1559,부산,부산 부산진구 서전로 16 ,분당선 야탑역,노블레지던스 야탑점,빈방없음,['21개'],월세  45~45,Y,5,공용,N
1560,경기,경기 성남시 분당구 야탑로69번길 21,9호선 노들역,스타고시텔,빈방없음,['80개'],월세  20~45,Y,1,공용,Y
1561,서울,서울 동작구 만양로12가길 64,분당선 영통역,참조은고시텔,5개,['45개'],월세  19~35,Y,N,공용,N
1562,경기,경기 수원시 영통구 반달로7번길 40,수인선 연수역,모모레지던스 청학점,6개,['51개'],월세  30~45,Y,10,공용,N
1563,인천,인천 연수구 먼우금로 197,1호선 노량진역,삼익고시원,빈방없음,['40개'],월세  35~45,Y,N,공용,N
1564,서울,서울 동작구 만양로 84,1호선 노량진역,청솔원룸형고시텔,빈방없음,['46개'],월세  25~43,Y,N,공용,N
1565,서울,서울 동작구 만양로16길 9 ,1호선 노량진역,유명리빙텔,빈방없음,['54개'],월세  16~23,Y,N,공용,Y
1566,서울,서울 동작구 등용로14길 60,7호선 신중동역,엘지LG고시원,1개,['49개'],월세  18~28,Y,50,공용,N
1567,경기,경기 부천시 중동로254번길 104 ,7호선 남구로역,굿스테이 구로점,1개,['41개'],월세  35~50,Y,3,공용,N
1568,서울,서울 구로구 구로동로 159,2호선 교대역,레지던스 제이드 교대역점,2개,['43개'],월세  45~70,Y,1,공용,Y
1569,서울,서울 서초구 서초중앙로20길 37,N,한마음고시원,1개,['12개'],월세  25~30,Y,1,남성전용,N
1570,울산,울산 북구 염포로 483,N,이E푸른고시텔 ,1개,['29개'],월세  35~45,Y,5,공용,N
1571,경기,경기 화성시 동탄공원로 28,5호선 마천역,서울고시원,1개,['49개'],월세  23~28,Y,7,남성전용,N
1572,서울,서울 송파구 마천로57길 18,2호선 신촌역,쉐르빌리빙텔 신촌점,1개,['29개'],월세  50~75,Y,N,공용,Y
1573,서울,서울 서대문구 연세로2가길 22,2호선 신촌역,청산고시텔,빈방없음,['22개'],월세  25~35,Y,N,공용,N
1574,서울,서울 마포구 서강로 135,4호선 한성대입구역,릴리스위트 여성전용원룸텔 ,빈방없음,['5개'],월세  30~32,Y,N,여성전용,N
1575,서울,서울 종로구 성균관로15나길 12,경의중앙선 탄현역,로데오스위트리빙텔,빈방없음,['45개'],월세  24~38,Y,5,공용,N
1576,경기,경기 고양시 일산서구 일현로 43,1호선 노량진역,해냄고시원,빈방없음,['50개'],월세  45~50,Y,3,공용,Y
1577,서울,서울 동작구 만양로 10길 5,1호선 제물포역,소호원룸텔 제물포역점,빈방없음,['24개'],월세  28~39,Y,10,공용,N
1578,인천,인천 미추홀구 경인로 119,경의중앙선 행신역,스페이스 쉼 원룸텔,4개,['27개'],월세  35~45,Y,N,공용,N
1579,경기,경기 고양시 덕양구 충장로 18,N,진영고시텔,3개,['65개'],월세  27~35,Y,10,공용,N
1580,경기,경기 구리시 동구릉로53번길 50,N,드림고시텔,빈방없음,['27개'],월세  20~30,Y,2,공용,Y
1581,광주,광주 북구 설죽로214번길 70-3 ,N,명성고시원,빈방없음,['45개'],월세  22~30,Y,N,공용,Y
1582,광주,광주 북구 서방로19번길 14,3호선 양재역,레지던스 퍼스트 양재역점,1개,['45개'],월세  38~55,Y,N,공용,Y
1583,서울,서울 서초구 남부순환로 2644 ,3호선 화정역,한마음원룸텔,빈방없음,['20개'],월세  30~40,Y,N,공용,Y
1584,경기,경기 고양시 덕양구 화중로130번길 24 ,2호선 서울대입구역,하이게스트하우스 서울대점,6개,['36개'],월세  40~47,Y,1,공용,Y
1585,서울,서울 관악구 남부순환로 1862,1호선 영등포역,코지웰빙텔,1개,['74개'],월세  20~45,Y,10,공용,Y
1586,서울,서울 영등포구 영신로20가길 7,1호선 청량리역,송죽고시원,빈방없음,['36개'],월세  13~30,Y,N,공용,N
1587,서울,서울 동대문구 답십리로 46,7호선 상동역,아이비원룸텔,7개,['60개'],월세  30~40,Y,10,공용,Y
1588,경기,경기 부천시 상동로117번길 37,2호선 구로디지털단지역,노블레지던스 디지털단지점,1개,['28개'],월세  35~45,Y,3,공용,N
1589,서울,서울 구로구 디지털로32다길 49,3호선 화정역,소호고시텔 화정점,1개,['50개'],월세  29~33,Y,3,공용,N
1590,경기,경기 고양시 덕양구 화중로 76,1호선 부천역,리첸하우스 부천역점,빈방없음,['49개'],월세  28~32,Y,N,공용,Y
1591,경기,경기 부천시 부천로53번길 9,3호선 화정역,그린고시텔,빈방없음,['40개'],월세  25~28,Y,N,공용,N
1592,경기,경기 고양시 덕양구 화정로 53-1,3호선 약수역,파인하우스 약수역점,빈방없음,['30개'],월세  40~60,Y,2,공용,N
1593,서울,서울 중구 다산로8길 20,1호선 영등포역,신세계리빙텔,빈방없음,['59개'],월세  18~35,Y,N,공용,Y
1594,서울,서울 영등포구 영중로3길 12-1,경의중앙선 탄현역,탄현SBS리빙텔,1개,['54개'],월세  24~36,Y,5,남성전용,N
1595,경기,경기 고양시 일산서구 일현로41번길 8-9,경의중앙선 풍산역,승리고시원,빈방없음,['40개'],월세  20~35,Y,7,공용,N
1596,경기,경기 고양시 일산동구 약산길 2,7호선 부천시청역,우리산소리빙텔,빈방없음,['90개'],월세  33~43,Y,N,공용,Y
1597,경기,경기 부천시 석천로177번길 29,경의중앙선 구리역,선샤인리빙텔,빈방없음,['40개'],월세  25~50,Y,10,공용,Y
1598,경기,경기 구리시 건원대로99번길 132,1호선 금정역,원투하우스,1개,['54개'],월세  40~69,Y,5,공용,N
1599,경기,경기 군포시 공단로 300,1호선 동묘앞역,나무그늘원룸텔 동묘점,1개,['30개'],월세  35~52,Y,N,공용,N
1600,서울,서울 종로구 종로 372,4호선 산본역,햇살고시텔,빈방없음,['40개'],월세  39~53,Y,5,공용,N
1601,경기,경기 군포시 번영로 585,분당선 수내역,모젠하우스 수내점,1개,['35개'],월세  40~45,Y,N,공용,N
1602,경기,경기 성남시 분당구 수내로 38,1호선 부천역,카프리원룸텔,빈방없음,['40개'],월세  45~45,Y,10,공용,N
1603,경기,경기 부천시 성무로 7,7호선 상동역,스카이빌 부천 상동점,빈방없음,['30개'],월세  37~42,Y,3,공용,N
1604,경기,경기 부천시 송내대로265번길 53,1호선 역곡역,삼성원룸텔,빈방없음,['16개'],월세  45~50,Y,N,공용,N
1605,경기,경기 부천시 역곡로 3,7호선 신중동역,휴먼리빙텔,빈방없음,['20개'],월세  30~50,Y,1,공용,N
1606,경기,경기 부천시 중동로262번길 76,분당선 태평역,게스트원룸텔,빈방없음,['30개'],월세  38~60,Y,N,공용,Y
1607,경기,경기 성남시 수정구 성남대로 1196,8호선 모란역,리첸하우스 모란점,빈방없음,['30개'],월세  35~45,Y,N,공용,N
1608,경기,경기 성남시 중원구 광명로 10-1,N,프라젠원룸텔,1개,['80개'],월세  35~70,Y,15,공용,N
1609,경기,경기 수원시 영통구 중부대로 259,N,엠에스ms리빙텔,1개,['18개'],월세  37~40,Y,5,공용,N
1610,울산,울산 남구 신복로23번길 19,분당선 수원시청역,가야리빙텔,빈방없음,['100개'],월세  33~60,Y,10,공용,Y
1611,경기,경기 수원시 팔달구 권광로175번길 98 ,4호선 한성대입구역,더스테이원룸텔,빈방없음,['38개'],월세  45~70,Y,3,공용,Y
1612,서울,서울 성북구 성북로2길 50 ,1호선 오산역,하나고시원,빈방없음,['31개'],월세  20~24,Y,N,공용,N
1613,경기,경기 오산시 오산로212번길 9,분당선 죽전역,그랜드원룸텔,빈방없음,['48개'],월세  34~55,Y,N,공용,N
1614,경기,경기 용인시 기흥구 포은대로512번길 41,N,경성고시원,1개,['50개'],월세  26~38,Y,10,공용,Y
1615,경남,경남 창원시 마산합포구 문화남8길 16,N,경남고시원,1개,['50개'],월세  26~34,Y,2,공용,Y
1616,경남,경남 창원시 마산합포구 3.15대로 31,2호선 잠실새내역,잇하우스 원룸텔,2개,['36개'],월세  30~57,Y,3,공용,N
1617,서울,서울 송파구 올림픽로10길 21,2호선 신촌역,휴앤아이리빙텔,빈방없음,['40개'],월세  35~45,Y,N,공용,Y
1618,서울,서울 서대문구 연세로 7안길 13,부산1호선 양정역,스카이고시텔,빈방없음,['40개'],월세  22~26,Y,N,공용,Y
1619,부산,부산 부산진구 중앙대로909번길 5,N,오픈하우스 다다캐슬점,4개,['37개'],월세  25~45,Y,N,공용,Y
1620,경기,경기 용인시 수지구 죽전로 142,분당선 죽전역,리미에르 원룸텔,1개,['45개'],월세  38~48,Y,4,공용,Y
1621,경기,경기 용인시 수지구 신수로 627,4호선 한대앞역,한솔고시텔,1개,['47개'],월세  30~45,Y,5,공용,N
1622,경기,경기 안산시 상록구 이동로 3,분당선 수내역,자이리빙텔,4개,['39개'],월세  28~42,Y,3,공용,N
1623,경기,경기 성남시 분당구 백현로101번길 16,N,그린 여성전용원룸텔 ,1개,['30개'],월세  25~40,Y,5,여성전용,N
1624,울산,울산 남구 번영로124번길 21,5호선 명일역,그린빌원룸텔,1개,['30개'],월세  40~60,Y,1,공용,Y
1625,서울,서울 강동구 양재대로145길 17,부산김해경전철김해시청역,가야고시텔,1개,['40개'],월세  27~27,Y,5,공용,Y
1626,경남,경남 김해시 김해대로2415번길 12-12,5호선 신정역,아이엘원룸텔 신정동점,빈방없음,['34개'],월세  45~58,Y,N,공용,N
1627,서울,서울 양천구 중앙로 330,N,드림싱글하우스,빈방없음,['25개'],월세  38~50,Y,3,공용,N
1628,경남,경남 창원시 성산구 동산로65번길 24,N,리빙캐슬 경남대점,1개,['25개'],월세  25~27,Y,N,여성전용,Y
1629,경남,경남 창원시 마산합포구 월영동3길 32,N,마이홈텔 김해점,1개,['40개'],월세  28~28,Y,2,공용,Y
1630,경남,경남 김해시 삼안로292번길 11,부산2호선 동의대역,마이홈텔 부산 동의대점,1개,['20개'],월세  20~28,Y,N,공용,Y
1631,부산,부산 부산진구 대학로 73,9호선 석촌고분역,굿모닝럭스텔,1개,['45개'],월세  25~37,Y,10,공용,N
1632,서울,서울 송파구 가락로 64,7호선 남구로역,리빙캐슬원룸텔 ,빈방없음,['35개'],월세  31~40,Y,N,공용,N
1633,서울,서울 금천구 남부순환로 1282,N,블루캐슬고시텔,1개,['32개'],월세  35~45,Y,N,공용,N
1634,경남,경남 거제시 옥포로 186,7호선 어린이대공원역,에프하우스 원룸텔,16개,['60개'],월세  35~48,Y,2,공용,Y
1635,서울,서울 광진구 광나루로345,2호선 신촌역,연하우스,빈방없음,['25개'],월세  47~52,Y,N,공용,Y
1636,서울,서울 마포구 고산길 32,에버라인강남대역,성광고시텔,5개,['40개'],월세  30~35,Y,20,공용,Y
1637,경기,경기 용인시 기흥구 강남서로67번길 1,우이신설선 삼양역,문리빙텔 ,1개,['23개'],월세  30~40,Y,N,공용,N
1638,서울,서울 강북구 솔매로 77,1호선 영등포역,엔고시원,빈방없음,['45개'],월세  17~27,Y,N,공용,N
1639,서울,서울 영등포구 영등포로 243,2호선 서울대입구역,우등고시원,빈방없음,['34개'],월세  18~26,Y,N,공용,N
1640,서울,서울 관악구 남부순환로 1869,N,아름드리하우스 고시텔,1개,['21개'],월세  30~35,Y,10,공용,N
1641,경남,경남 창원시 마산합포구 해안대로 2,7호선 남구로역,스토리하우스 남구로점,빈방없음,['40개'],월세  26~29,Y,N,공용,N
1642,서울,서울 구로구 구로동로26길 16,7호선 하계역,하계코쿤하우스,빈방없음,['5개'],월세  32~32,Y,1,여성전용,N
1643,서울,서울 노원구 공릉로65길 20,N,올리브고시텔,1개,['10개'],월세  20~45,Y,5,공용,N
1644,경남,경남 창원시 마산합포구 월영동9길 13,N,타임리빙텔,빈방없음,['60개'],월세  23~28,Y,10,공용,N
1645,경남,경남 창원시 마산합포구 월영동서로 17,N,하늘예가고시텔,1개,['22개'],월세  25~35,Y,10,공용,N
1646,경남,경남 창원시 진해구 중초로9번길 40,경의중앙선 구리역,스카이리빙텔 구리역점,1개,['37개'],월세  33~55,Y,N,공용,N
1647,경기,경기 구리시 건원대로 36 ,N,코모도리빙텔,빈방없음,['40개'],월세  33~37,Y,5,공용,N
1648,경남,경남 창원시 성산구 용지로 94 ,5호선 신금호역,금호고시텔,1개,['31개'],월세  18~28,Y,2,공용,N
1649,서울,서울 성동구 금호로 151,N,푸른고시원,1개,['28개'],월세  28~35,Y,N,공용,Y
1650,경남,경남 창원시 마산회원구 석전동9길 64,3호선 홍제역,이삭고시텔 홍제동점,빈방없음,['40개'],월세  22~30,Y,N,공용,N
1651,서울,서울 서대문구 통일로36가길 20,9호선 신논현역,도도하우스 ,1개,['24개'],월세  40~65,Y,N,공용,Y
1652,서울,서울 강남구 봉은사로4길 6,7호선 용마산역,용마고시원,1개,['33개'],월세  25~40,Y,2,공용,N
1653,서울,서울 중랑구 면목로 220,경의중앙선 구리역,원리빙텔,1개,['35개'],월세  20~40,Y,N,공용,N
1654,경기,경기 구리시 체육관로 150,N,중앙고시텔,빈방없음,['33개'],월세  23~26,Y,N,공용,Y
1655,서울,서울 관악구 신림로11길 133-13,분당선 영통역,KCL고시텔,빈방없음,['50개'],월세  20~30,Y,N,공용,N
1656,경기,경기 수원시 영통구 청명남로34번길 12,2호선 서울대입구역,코코리빙텔 서울대점,1개,['38개'],월세  24~45,Y,2,공용,N
1657,서울,서울 관악구 은천로 179,9호선 신논현역,제이제이JJ739레지던스,빈방없음,['28개'],월세  40~50,Y,N,공용,N
1658,서울,서울 서초구 사평대로53길 8-1,3호선 신사역,코지리빙텔신사점,빈방없음,['34개'],월세  28~45,Y,2,공용,N
1659,서울,서울 강남구 논현로149길 35,부산4호선 수안역,아가페고시원,1개,['31개'],월세  22~28,Y,N,공용,Y
1660,부산,부산 동래구 명륜로94번길 40,분당선 한티역,웰빙텔 대치점,빈방없음,['36개'],월세  25~40,Y,N,공용,N
1661,서울,서울 강남구 삼성로69길 15,2호선 역삼역,소호리빙텔 역삼점,빈방없음,['18개'],월세  35~45,Y,N,공용,N
1662,서울,서울 강남구 강남대로94길 55-4,9호선 선 정릉역,풀하우스고시텔,빈방없음,['50개'],월세  37~55,Y,N,공용,Y
1663,서울,서울 강남구 선릉로 121길 13,공항철도운서역,하늘고시텔 남성전용,1개,['44개'],월세  27~31,Y,N,남성전용,N
1664,인천,인천 중구 신도시남로142번길 11-6,2호선 까치산역,다온고시원,빈방없음,['28개'],월세  25~32,Y,N,여성전용,N
1665,서울,서울 강서구 강서로 17길 17,부산3호선 망미역,코지하우스 수영점,빈방없음,['26개'],월세  35~35,Y,2,공용,N
1666,부산,부산 수영구 망미번영로16번길 41,2호선 선 릉역,더하우스리빙텔 역삼점,3개,['40개'],월세  35~46,Y,2,여성전용,N
1667,서울,서울 강남구 테헤란로43길 17,2호선 구로디지털단지역,디지털레지던스,1개,['30개'],월세  28~40,Y,3,공용,N
1668,서울,서울 구로구 디지털로32다길 46,7호선 어린이대공원역,건대고시원,빈방없음,['46개'],월세  17~38,Y,1,공용,N
1669,서울,서울 성동구 동일로 173,2호선 서울대입구역,마이홈레지던스 서울대점,3개,['51개'],월세  25~45,Y,3,공용,N
1670,서울,서울 관악구 봉천로 441,7호선 상동역,정명고시텔,빈방없음,['30개'],월세  15~22,Y,N,공용,N
1671,경기,경기 부천시 길주로77번길 55-10,9호선 언주역,논현레지던스 선릉역점,빈방없음,['41개'],월세  38~55,Y,4,공용,N
1672,서울,서울 강남구 언주로 605,경의중앙선 구리역,현대고시원,빈방없음,['38개'],월세  20~30,Y,N,공용,Y
1673,경기,경기 구리시 검배로31번길 10,4호선 상계역,황금알고시원,빈방없음,['40개'],월세  18~25,Y,N,공용,N
1674,서울,서울 노원구 한글비석로20길 46,5호선 명일역,리빙캐슬 명일역점,빈방없음,['31개'],월세  25~40,Y,N,공용,Y
1675,서울,서울 강동구 고덕로 38길 61,5호선 명일역,청운고시원 명일점,빈방없음,['26개'],월세  17~27,Y,N,공용,N
1676,서울,서울 강동구 구천면로 385,8호선 강동구청역,풀하우스원룸텔 ,빈방없음,['17개'],월세  30~45,Y,N,공용,N
1677,서울,서울 강동구 올림픽로48길 22,5호선 마천역,크리스탈고시원,빈방없음,['50개'],월세  21~30,Y,N,공용,Y
1678,서울,서울 송파구 마천로57길 22-1,7호선 상동역,스카이원룸텔 상동역점,빈방없음,['20개'],월세  30~45,Y,N,공용,N
1679,경기,경기 부천시 소향로13번길 14-23,1호선 회기역,엔n마을고시텔,빈방없음,['55개'],월세  20~26,Y,N,공용,Y
1680,서울,서울 동대문구 이문로 17-26,3호선 화정역,모모고시텔,빈방없음,['50개'],월세  25~37,Y,5,공용,N
1681,경기,경기 고양시 덕양구 화중로104번길 8,5호선 천호역,리빙캐슬 천호점,빈방없음,['35개'],월세  33~47,Y,N,공용,N
1682,서울,서울 강동구 천호대로157길 18,2호선 선 릉역,스테이앤스터디 대치,1개,['44개'],월세  45~70,Y,2,공용,Y
1683,서울,서울 강남구 역삼로 426,1호선 부천역,토토리빙텔 부천본점,8개,['45개'],월세  30~60,Y,N,공용,Y
1684,경기,경기 부천시 부천로35번길 9,5호선 길동역,이지리빙텔,빈방없음,['39개'],월세  40~40,Y,N,공용,N
1685,서울,서울 강동구 성안로 183,1호선 역곡역,베스트빌원룸텔,1개,['25개'],월세  30~37,Y,2,공용,N
1686,경기,경기 부천시 부일로 734,3호선 압구정역,마이홈리빙텔 압구정점,빈방없음,['28개'],월세  30~45,Y,N,여성전용,N
1687,서울,서울 강남구 도산대로27길 40,5호선 강동역,디오빌원룸텔 천호점  ,빈방없음,['45개'],월세  45~60,Y,8,공용,N
1688,서울,서울 강동구 진황도로27길 15,N,가인하우스 달삼점,빈방없음,['31개'],월세  30~40,Y,7,공용,N
1689,울산,울산 남구 달삼로76번길 21-1,4호선 안산역,건영고시원,빈방없음,['45개'],월세  22~24,Y,N,공용,N
1690,경기,경기 안산시 단원구 부부로 16,5호선 명일역,원룸고시원,빈방없음,['37개'],월세  18~34,Y,N,공용,Y
1691,서울,서울 강동구 구천면로 378,N,엠고시텔,1개,['60개'],월세  20~25,Y,5,공용,Y
1692,울산광역시,울산광역시 남구 삼산로 39 ,대전1호선 탄방역,중앙고시원,1개,['20개'],월세  18~24,Y,N,공용,Y
1693,대전,대전 서구 계룡로553번안길 69,1호선 안양역,그루하우스 안양역점,1개,['37개'],월세  35~42,Y,N,공용,N
1694,경기,경기 안양시 만안구 장내로140번길 11 ,인천1호선 간석오거리역,제일고시텔,빈방없음,['30개'],월세  18~22,Y,N,남성전용,N
1695,인천,인천 남동구 백범로 345-2,5호선 명일역,등불 여성전용고시원,빈방없음,['32개'],월세  22~32,Y,N,여성전용,N
1696,서울,서울 강동구 양재대로143길 18,5호선 강동역,로얄원룸고시텔,빈방없음,['50개'],월세  24~45,Y,3,공용,N
1697,서울,서울 강동구 성안로 106,N,상명고시원,빈방없음,['40개'],월세  35~37,Y,15,공용,Y
1698,서울,서울 종로구 홍지문2길 6,8호선 문정역,마이홈리빙텔 문정점,2개,['27개'],월세  28~40,Y,10,공용,N
1699,서울,서울 송파구 동남로6길 25-27,4호선 혜화역,으뜸고시원 성균관대점,빈방없음,['50개'],월세  27~42,Y,N,공용,Y
1700,서울,서울 종로구 명륜길 40 ,2호선 선 릉역,레지던스아이 선릉역점,빈방없음,['40개'],월세  40~65,Y,3,공용,Y
1701,서울,서울 강남구 봉은사로44길 81,4호선 미아역,리딩뱅크 고시텔,1개,['40개'],월세  23~30,Y,N,공용,N
1702,서울,서울 강북구 도봉로 172,4호선 미아역,고시텔준,빈방없음,['50개'],월세  25~35,Y,N,공용,Y
1703,서울,서울 강북구 도봉로20가길 40,분당선 야탑역,코지하우스 야탑역점,1개,['46개'],월세  25~50,Y,5,공용,N
1704,경기,경기 성남시 분당구 야탑로 95,5호선 개화산역,솔향기리빙텔 ,빈방없음,['51개'],월세  30~35,Y,5,공용,N
1705,서울,서울 강서구 양천로 45-8,N,이모션하우스텔,빈방없음,['43개'],월세  27~40,Y,N,공용,N
1706,서울,서울 강서구 화곡로55길 22,9호선 가양역,오투고시원,빈방없음,['50개'],월세  18~25,Y,N,공용,N
1707,서울,서울 강서구 화곡로58길 22-3,2호선 까치산역,쉐르빌고시원,빈방없음,['45개'],월세  20~26,Y,N,공용,N
1708,서울,서울 강서구 강서로17길 35,분당선 태평역,그루레지던스 성남점,1개,['44개'],월세  35~60,Y,N,공용,N
1709,경기,경기 성남시 수정구 수정로111번길 6-6,9호선 증미역,위캔두고시원,빈방없음,['43개'],월세  19~26,Y,3,공용,Y
1710,서울,서울 강서구 까치산로 193,2호선 까치산역,토마토고시원,빈방없음,['34개'],월세  20~30,Y,N,공용,N
1711,서울,서울 강서구 곰달래로 146,N,708고시텔,1개,['34개'],월세  18~26,Y,2,공용,N
1712,충남,충남 천안시 서북구 검은들1길 19,2호선 까치산역,조이고시원,빈방없음,['34개'],월세  18~28,Y,N,공용,N
1713,서울,서울 강서구 강서로12길 5-21,4호선 고잔역,오픈하우스 안산법원점,1개,['31개'],월세  33~38,Y,5,공용,N
1714,경기,경기 안산시 단원구 광덕서로 62,2호선 성수역,드림고시텔,1개,['30개'],월세  20~28,Y,N,공용,N
1715,서울,서울 성동구 아차산로7길 45,2호선 아현역,한양고시원,빈방없음,['30개'],월세  25~28,Y,N,공용,N
1716,서울,서울 서대문구 북아현로2안길 2,1호선 회룡역,더샵레지던스,빈방없음,['40개'],월세  30~45,Y,15,공용,N
1717,경기,경기 의정부시 평화로 400,9호선 삼전역,탑레지던스원룸텔 잠실점,빈방없음,['45개'],월세  35~55,Y,N,공용,Y
1718,서울,서울 송파구 삼전로 80,수인선 인천논현역,현진리빙텔 ,1개,['17개'],월세  30~40,Y,10,공용,N
1719,인천,인천 남동구 논고개로123번길 17,1호선 종각역,종로웰빙텔,1개,['36개'],월세  25~40,Y,N,공용,N
1720,서울,서울 종로구 삼일대로17길 40,1호선 종로3가역,이삭리빙텔,1개,['38개'],월세  25~50,Y,N,공용,N
1721,서울,서울 종로구 수표로20길 43 ,9호선 구반포역,현대고시원,빈방없음,['45개'],월세  22~28,Y,N,공용,N
1722,서울,서울 서초구 동광로11길 69,4호선 혜화역,모던하우스 ,1개,['28개'],월세  35~42,Y,N,공용,N
1723,서울,서울 종로구 창경궁로29길 25,1호선 부평역,신성고시텔 남성전용,1개,['23개'],월세  25~30,Y,N,남성전용,N
1724,인천,인천 부평구 광장로24번길 13,인천1호선 부평시장역,레스트리빙텔,빈방없음,['80개'],월세  27~45,Y,10,공용,Y
1725,인천,인천 부평구 시장로61번길 16,N,심플하우스 평내점,빈방없음,['60개'],월세  30~50,Y,60,공용,N
1726,경기,경기 남양주시 경춘로1256번길 6,1호선 동암역,케이비KB고시원,빈방없음,['54개'],월세  19~35,Y,N,공용,N
1727,인천,인천 부평구 열우물로50번길 9-1 ,수인선 연수역,오성고시텔,1개,['30개'],월세  36~42,Y,8,공용,N
1728,인천,인천 연수구 비류대로427번길 22,N,삼성원룸텔,빈방없음,['22개'],월세  30~50,Y,5,공용,N
1729,인천,인천 연수구 비류대로321번길 1-8,수인선 연수역,연수리빙텔,16개,['44개'],월세  30~40,Y,N,공용,N
1730,인천,인천 연수구 새말로 90,수인선 연수역,두림고시텔,1개,['45개'],월세  30~40,Y,N,공용,N
1731,인천,인천 연수구 새말로 90,경의중앙선 탄현역,삼광원룸리빙텔 ,빈방없음,['10개'],월세  30~45,Y,5,공용,N
1732,경기,경기 고양시 일산서구 산현로 15,1호선 부평역,양지고시원 부평역점,14개,['65개'],월세  18~38,Y,3,공용,N
1733,인천,인천 부평구 부평대로20번길 4,1호선 대방역,청담리빙텔,1개,['40개'],월세  23~30,Y,N,공용,Y
1734,서울,서울 영등포구 여의대방로55길 20,1호선 송내역,이e-편한리빙텔,빈방없음,['40개'],월세  28~40,Y,N,공용,N
1735,경기,경기 부천시 부일로199번길 31,7호선 신대방삼거리역,브이아이피vip원룸고시원,빈방없음,['29개'],월세  20~40,Y,2,공용,N
1736,서울,서울 동작구 국사봉1길 21,N,성웅고시텔,1개,['25개'],월세  16~22,Y,N,공용,N
1737,경기,경기 수원시 장안구 파장로 107,경의중앙선 구리역,그린고시텔,빈방없음,['40개'],월세  23~35,Y,10,공용,N
1738,경기,경기 구리시 검배로 65,N,하늘정원 원룸텔,빈방없음,['40개'],월세  31~50,Y,5,공용,N
