연번,상호,업종,법정동 주소
1054,니오빌원룸텔,고시원업,서울특별시 영등포구 영등포동3가 6-10
1055,VIP리빙텔,고시원업,서울특별시 영등포구 영등포동3가 3-12
1056,마이홈리빙텔,고시원업,서울특별시 영등포구 영등포동6가 68-5
1057,예스고시텔,고시원업,서울특별시 영등포구 당산동1가 74-2
1058,비버하우스,고시원업,서울특별시 영등포구 당산동3가 91-1
1059,한양캐슬,고시원업,서울특별시 영등포구 신길동 827
1060,라임원룸텔,고시원업,서울특별시 영등포구 양평동3가 7-2
1061,탑레지던스,고시원업,서울특별시 영등포구 영등포동6가 74-1
1062,모모고시텔당산점,고시원업,서울특별시 영등포구 당산동 121-73
1063,아이원고시텔,고시원업,서울특별시 영등포구 신길동 115-14
1064,로하스원룸텔,고시원업,서울특별시 영등포구 양평동3가 7-1
1065,SJ고시텔(3-5),고시원업,서울특별시 영등포구 도림동 0
1066,여의도 리빙텔,고시원업,서울특별시 영등포구 신길동 1437
1067,W하우스,고시원업,서울특별시 영등포구 당산동4가 1-145
1068,신세계리빙텔,고시원업,서울특별시 영등포구 영등포동4가 435-1
1069,가온고시원,고시원업,서울특별시 영등포구 대림동 963-1
1070,삼성고시텔,고시원업,서울특별시 영등포구 신길동 355-111
1071,현대원룸고시원,고시원업,서울특별시 영등포구 영등포동 618-79
1072,싱글하우스,고시원업,서울특별시 영등포구 신길동 452-8
1073,수정고시텔,고시원업,서울특별시 영등포구 영등포동 618-21
1074,신풍고시원,고시원업,서울특별시 영등포구 신길동 424-3
1075,현송빌,고시원업,서울특별시 영등포구 대림동 875-20
1076,모던리빙텔,고시원업,서울특별시 영등포구 신길동 235-7
1077,현대고시원,고시원업,서울특별시 영등포구 대림동 603-37
1078,에바다빌,고시원업,서울특별시 영등포구 대림동 721-17
1079,아띠하우스,고시원업,서울특별시 영등포구 영등포동3가 3-4
1080,메종드빌 4층 5층,고시원업,서울특별시 영등포구 영등포동4가 117-1
1081,로젠빌,고시원업,서울특별시 영등포구 영등포동6가 49-11
1082,영플러스,고시원업,서울특별시 영등포구 당산동 171-30
1083,코지리빙텔,고시원업,서울특별시 영등포구 신길동 1423
1084,샤이니하우스,고시원업,서울특별시 영등포구 양평동5가 69-7
1085,늘푸른고시원,고시원업,서울특별시 영등포구 신길동 1572
1086,모던게스트원룸텔,고시원업,서울특별시 영등포구 영등포동5가 63
1087,한양고시원,고시원업,서울특별시 영등포구 영등포동2가 33-15
1088,오목고시원,고시원업,서울특별시 영등포구 양평동2가 42
1089,영호FMC,고시원업,서울특별시 영등포구 대림동 721
1090,디디하우스,고시원업,서울특별시 영등포구 신길동 65-92
1091,멀티하우스,고시원업,서울특별시 영등포구 영등포동 618-67
1092,해피하우스,고시원업,서울특별시 영등포구 신길동 113-77
1093,클린리빙하우스,고시원업,서울특별시 영등포구 신길동 99-7
1094,로뎀원룸텔,고시원업,서울특별시 영등포구 영등포동3가 6-1
1095,싱글하우스,고시원업,서울특별시 영등포구 양평동4가 32-3
1096,하이리빙텔,고시원업,서울특별시 영등포구 영등포동3가 23-9
1097,테라스 원룸텔,고시원업,서울특별시 영등포구 양평동4가 29-1
1098,스위트리빙텔,고시원업,서울특별시 영등포구 영등포동6가 5-8
1099,대덕고시원,고시원업,서울특별시 영등포구 대림동 1058-5
1100,에이스고시원,고시원업,서울특별시 영등포구 대림동 726-1
1101,자이리빙텔,고시원업,서울특별시 영등포구 대림동 858-37
1102,소호리빙텔 대방점,고시원업,서울특별시 영등포구 신길동 96-15
1103,삼성고시원,고시원업,서울특별시 영등포구 대림동 873-7
1104,조은고시원,고시원업,서울특별시 영등포구 영등포동 423-44
1105,게스트하우스,고시원업,서울특별시 영등포구 영등포동1가 137
1106,대림고시원,고시원업,서울특별시 영등포구 대림동 1022-32
1107,그린고시텔,고시원업,서울특별시 영등포구 신길동 485
1108,대방레지던스원룸텔,고시원업,서울특별시 영등포구 신길동 449-2
1109,우리고시원,고시원업,서울특별시 영등포구 영등포동4가 426-46
1110,테마고시텔,고시원업,서울특별시 영등포구 양평동4가 64-3
1111,네오텔,고시원업,서울특별시 영등포구 양평동4가 215-1
1112,심플하우스,고시원업,서울특별시 영등포구 당산동3가 522-4
1113,비버하우스-보라매점,고시원업,서울특별시 영등포구 신길동 4008
1114,아지레지던스,고시원업,서울특별시 영등포구 영등포동3가 10-28
1115,프라임리빙텔,고시원업,서울특별시 영등포구 영등포동3가 5-6
1116,위너하우스(3층 4층),고시원업,서울특별시 영등포구 신길동 95-269
1117,코코리빙텔,고시원업,서울특별시 영등포구 신길동 159-50
1118,타임스빌,고시원업,서울특별시 영등포구 영등포동6가 41-1
1119,산호레지던스,고시원업,서울특별시 영등포구 대림동 710-14
1120,리첸하우스,고시원업,서울특별시 영등포구 신길동 625
1121,조이원룸텔,고시원업,서울특별시 영등포구 영등포동4가 95
1122,이을고시원,고시원업,서울특별시 영등포구 영등포동 618-73
1123,비버하우스,고시원업,서울특별시 영등포구 신길동 110-2
1124,명문고시텔,고시원업,서울특별시 영등포구 신길동 255-1
1125,청운하우스,고시원업,서울특별시 영등포구 영등포동 645-16
1126,모브고시텔,고시원업,서울특별시 영등포구 대림동 963-8
1127,중앙고시원,고시원업,서울특별시 영등포구 신길동 1228
1128,영등포고시원,고시원업,서울특별시 영등포구 영등포동5가 2
1129,영상고시원,고시원업,서울특별시 영등포구 영등포동5가 41-22
1130,해피하우스,고시원업,서울특별시 영등포구 영등포동6가 52-12
1131,태성고시원,고시원업,서울특별시 영등포구 문래동3가 77-30
1132,행복하우스,고시원업,서울특별시 영등포구 영등포동 592-75
1133,마이홈리빙텔,고시원업,서울특별시 영등포구 대림동 808-26
1134,행복원룸텔,고시원업,서울특별시 영등포구 영등포동4가 97-3
1135,리빙고시텔,고시원업,서울특별시 영등포구 당산동2가 47-4
1136,싱글하우스,고시원업,서울특별시 영등포구 영등포동3가 3-4
1137,코코리빙텔,고시원업,서울특별시 영등포구 신길동 159-50
1138,새롬하우스,고시원업,서울특별시 영등포구 신길동 95-66
1139,보라매고시텔,고시원업,서울특별시 영등포구 신길동 625
1140,엘리트고시원,고시원업,서울특별시 영등포구 영등포동1가 139-5
1141,U레지던스,고시원업,서울특별시 영등포구 신길동 65-82
1142,코코리빙텔,고시원업,서울특별시 영등포구 여의도동 53-2
1143,로얄고시원,고시원업,서울특별시 영등포구 영등포동 620-173
1144,해피고시원,고시원업,서울특별시 영등포구 도림동 183-11
1145,파크리빙텔,고시원업,서울특별시 영등포구 영등포동2가 29-69
1146,코지웰빙텔,고시원업,서울특별시 영등포구 당산동6가 234-3
1147,푸른솔,고시원업,서울특별시 영등포구 당산동1가 74-1
1148,희망고시텔,고시원업,서울특별시 영등포구 영등포동5가 125-5
1149,이고시텔,고시원업,서울특별시 영등포구 영등포동6가 67-1
1150,서울고시원,고시원업,서울특별시 영등포구 당산동6가 294
1151,투유레지던스,고시원업,서울특별시 영등포구 영등포동5가 81-10
1152,스카이원룸텔,고시원업,서울특별시 영등포구 영등포동2가 177-2
1153,플러스하우스,고시원업,서울특별시 영등포구 신길동 215-3
1154,문영빌딩,고시원업,서울특별시 영등포구 대림동 864-28
1155,코아리빙텔,고시원업,서울특별시 영등포구 영등포동 618-57
1156,베스텔고시원,고시원업,서울특별시 영등포구 대림동 738-18
1157,동산고시원,고시원업,서울특별시 영등포구 대림동 714-4
1158,경산고시원,고시원업,서울특별시 영등포구 영등포동 618-55
1159,제일고시원,고시원업,서울특별시 영등포구 영등포동2가 318-1
1160,태영빌,고시원업,서울특별시 영등포구 도림동 139-2
1161,명지원리빙텔Ⅱ,고시원업,서울특별시 영등포구 대림동 1020-1
1162,명지원리빙텔,고시원업,서울특별시 영등포구 대림동 1020-1
1163,동선,고시원업,서울특별시 영등포구 당산동3가 223-3
1164,다솜고시텔,고시원업,서울특별시 영등포구 도림동 1-43
1165,정진아트빌고시원,고시원업,서울특별시 영등포구 신길동 4468
1166,우신고시원,고시원업,서울특별시 영등포구 신길동 232-42
1167,명고시원,고시원업,서울특별시 영등포구 영등포동5가 37-2
1168,"미니하우스(2,3층)",고시원업,서울특별시 영등포구 영등포동4가 116-7
1169,학고시원,고시원업,서울특별시 영등포구 영등포동 618-63
1170,삼성고시원,고시원업,서울특별시 영등포구 영등포동3가 1-17
1171,월드고시원,고시원업,서울특별시 영등포구 영등포동6가 5-1
1172,열린고시원,고시원업,서울특별시 영등포구 영등포동4가 155-1
1173,황금고시원,고시원업,서울특별시 영등포구 당산동3가 395-3
1174,중앙리빙텔,고시원업,서울특별시 영등포구 대림동 1058-33
1175,위너스텔,고시원업,서울특별시 영등포구 당산동 121-231
1176,세종고시원,고시원업,서울특별시 영등포구 영등포동6가 74-1
1177,삼성원룸텔,고시원업,서울특별시 영등포구 도림동 227-4
1178,굿모닝고시원,고시원업,서울특별시 영등포구 영등포동7가 29-128
1179,신원고시텔,고시원업,서울특별시 영등포구 신길동 258-3
1180,e고시텔,고시원업,서울특별시 영등포구 신길동 467-2
1181,정립고시원,고시원업,서울특별시 영등포구 영등포동 618-41
1182,로얄고시텔,고시원업,서울특별시 영등포구 영등포동7가 48-4
1183,e고시텔,고시원업,서울특별시 영등포구 신길동 467-2
1184,새롬고시원,고시원업,서울특별시 영등포구 당산동6가 110-47
1185,메종드빌 3층,고시원업,서울특별시 영등포구 영등포동4가 117-1
1186,한강고시원,고시원업,서울특별시 영등포구 영등포동7가 52-10
1187,영일,고시원업,서울특별시 영등포구 영등포동 618-425
1188,해피하우스,고시원업,서울특별시 영등포구 신길동 113-77
1189,n고시원,고시원업,서울특별시 영등포구 영등포동2가 330
1190,명문고시원,고시원업,서울특별시 영등포구 영등포동5가 29
1191,도림리빙텔,고시원업,서울특별시 영등포구 도림동 251-3
1192,위너하우스(2층),고시원업,서울특별시 영등포구 신길동 95-269
1193,주경고시원,고시원업,서울특별시 영등포구 신길동 95-246
1194,21세기고시원,고시원업,서울특별시 영등포구 영등포동 618-40
1195,소나타고시원,고시원업,서울특별시 영등포구 신길동 110-7
1196,태화고시원,고시원업,서울특별시 영등포구 대림동 714-1
1197,태화고시원,고시원업,서울특별시 영등포구 대림동 714-1
1198,광명개발,고시원업,서울특별시 영등포구 양평동4가 92-1
1199,길고시원,고시원업,서울특별시 영등포구 영등포동4가 95
