연번,상호,업종,법정동 주소
3332,코지리빙텔,고시원업,서울특별시 성동구 행당동 229-4
3333,그린고시원,고시원업,서울특별시 성동구 행당동 298-9
3334,마루레지던스,고시원업,서울특별시 성동구 성수동1가 685-295
3335,휴빌딩,고시원업,서울특별시 성동구 성수동1가 656-348
3336,드림고시텔,고시원업,서울특별시 성동구 성수동2가 299-241
3337,로얄고시텔,고시원업,서울특별시 성동구 성수동2가 301-96
3338,해피하우스,고시원업,서울특별시 성동구 성수동2가 299-200
3339,은영고시원,고시원업,서울특별시 성동구 금호동1가 1806
3340,라임하우스,고시원업,서울특별시 성동구 금호동2가 444
3341,한양하이빌,고시원업,서울특별시 성동구 행당동 16-53
3342,엘도라도원룸텔(구.윤조리스컴퍼니),고시원업,서울특별시 성동구 성수동2가 300-10
3343,희망둥지고시텔(구.둥지고시텔),고시원업,서울특별시 성동구 성수동2가 315-100
3344,감사고시원,고시원업,서울특별시 성동구 성수동2가 339-136
3345,e편한고시원,고시원업,서울특별시 성동구 성수동2가 315-69
3346,현대리빙텔,고시원업,서울특별시 성동구 마장동 519-7
3347,해피드림고시텔,고시원업,서울특별시 성동구 성수동2가 315-54
3348,코코리빙텔,고시원업,서울특별시 성동구 하왕십리동 966-24
3349,아카데미고시텔,고시원업,서울특별시 성동구 행당동 1-83
3350,건대고시원,고시원업,서울특별시 성동구 성수동2가 281-29
3351,싱글하우스,고시원업,서울특별시 성동구 성수동2가 279-42
3352,비젼고시텔,고시원업,서울특별시 성동구 행당동 1-87
3353,대명고시원,고시원업,서울특별시 성동구 홍익동 297
3354,개성고시텔,고시원업,서울특별시 성동구 행당동 168-9
3355,셉스,고시원업,서울특별시 성동구 도선동 118
3356,쉐르빌리빙텔,고시원업,서울특별시 성동구 행당동 32-6
3357,소호리빙텔,고시원업,서울특별시 성동구 옥수동 100
3358,조은고시원,고시원업,서울특별시 성동구 행당동 32-31
3359,허태훈고시원,고시원업,서울특별시 성동구 마장동 771-5
3360,복누리 고시원,고시원업,서울특별시 성동구 성수동2가 301-96
3361,한성고시원,고시원업,서울특별시 성동구 성수동2가 289-233
3362,오투호박 고시텔,고시원업,서울특별시 성동구 성수동2가 235-1
3363,율곡고시원,고시원업,서울특별시 성동구 행당동 14-1
3364,드림힐Ⅱ,고시원업,서울특별시 성동구 성수동2가 320-3
3365,그린하우스,고시원업,서울특별시 성동구 송정동 92
3366,준고시원,고시원업,서울특별시 성동구 홍익동 398-6
3367,성수고시원,고시원업,서울특별시 성동구 성수동2가 576-2
3368,성수리빙텔,고시원업,서울특별시 성동구 성수동2가 289-248
3369,베스트원룸텔,고시원업,서울특별시 성동구 하왕십리동 966-12
3370,둥지원룸텔,고시원업,서울특별시 성동구 마장동 470-5
3371,씨엔에스빌딩고시원,고시원업,서울특별시 성동구 성수동2가 321-1
3372,이정애고시원,고시원업,서울특별시 성동구 사근동 200-5
3373,"김윤호고시원(김영신고시원,파크하우스)",고시원업,서울특별시 성동구 마장동 778-7
3374,아이비고시원,고시원업,서울특별시 성동구 행당동 1-89
3375,소호리빙텔 왕십리점,고시원업,서울특별시 성동구 행당동 138-21
3376,(폐업)루멧고시텔,고시원업,서울특별시 성동구 성수동2가 277-105
3377,선정하우스,고시원업,서울특별시 성동구 사근동 170
3378,스페이스 예인,고시원업,서울특별시 성동구 행당동 158-4
3379,선우하우스원룸(옥수동 고시원),고시원업,서울특별시 성동구 옥수동 244-10
3380,애플트리고시텔(구.한양학사),고시원업,서울특별시 성동구 사근동 309-12
3381,광포고시원,고시원업,서울특별시 성동구 마장동 800-8
3382,비바쉐르빌 고시원,고시원업,서울특별시 성동구 상왕십리동 12-48
3383,웰빙텔,고시원업,서울특별시 성동구 행당동 3-27
3384,풀옵션레지던스,고시원업,서울특별시 성동구 성수동2가 315-55
3385,사임당고시원,고시원업,서울특별시 성동구 행당동 4-4
3386,다모아리빙텔,고시원업,서울특별시 성동구 성수동2가 228-3
3387,다솜고시원,고시원업,서울특별시 성동구 행당동 4-18
3388,드림리빙텔,고시원업,서울특별시 성동구 행당동 37-30
3389,성수고시원,고시원업,서울특별시 성동구 성수동2가 333-71
3390,효성고시텔(한양대기숙사),고시원업,서울특별시 성동구 사근동 204-3
3391,코코리빙텔,고시원업,서울특별시 성동구 도선동 311-25
3392,무학고시원,고시원업,서울특별시 성동구 행당동 299-1
3393,현대고시원,고시원업,서울특별시 성동구 용답동 232-7
3394,성낙고시원,고시원업,서울특별시 성동구 성수동2가 289-245
3395,드림하우스,고시원업,서울특별시 성동구 행당동 168-5
3396,타워빌 고시텔,고시원업,서울특별시 성동구 금호동1가 108
3397,하이플래너오토리스(구.청솔고시원),고시원업,서울특별시 성동구 도선동 161
3398,해성고시텔,고시원업,서울특별시 성동구 용답동 103-9
3399,홍익고시원,고시원업,서울특별시 성동구 성수동2가 277-117
3400,하이팍 리빙텔,고시원업,서울특별시 성동구 행당동 158-41
3401,한양고시원,고시원업,서울특별시 성동구 행당동 3-14
3402,스마트고시원,고시원업,서울특별시 성동구 행당동 16-55
3403,신우빌딩,고시원업,서울특별시 성동구 옥수동 365-21
3404,그린빌(Green Vil),고시원업,서울특별시 성동구 행당동 15-6
3405,보보스빌,고시원업,서울특별시 성동구 용답동 232-10
3406,금호고시원,고시원업,서울특별시 성동구 금호동2가 449-1
3407,성수고시원,고시원업,서울특별시 성동구 성수동1가 656-461
3408,이우영고시원,고시원업,서울특별시 성동구 도선동 136
3409,스테이 서울 (Stay seoul),고시원업,서울특별시 성동구 행당동 16-54
3410,새한양고시텔,고시원업,서울특별시 성동구 행당동 3-29
3411,풀하우스고시텔,고시원업,서울특별시 성동구 행당동 71-8
3412,대현고시원,고시원업,서울특별시 성동구 행당동 4-17
3413,백중고시원,고시원업,서울특별시 성동구 행당동 3-16
3414,로즈(구.대원원룸맨션),고시원업,서울특별시 성동구 행당동 16-15
3415,드림힐Ⅰ,고시원업,서울특별시 성동구 성수동2가 320-7
3416,아트원룸텔고시원,고시원업,서울특별시 성동구 행당동 6-2
3417,웰컴리빙텔,고시원업,서울특별시 성동구 행당동 313-30
3418,한스빌리지,고시원업,서울특별시 성동구 성수동2가 289-249
3419,힐리빙텔,고시원업,서울특별시 성동구 하왕십리동 966-11
3420,리빙캐슬,고시원업,서울특별시 성동구 용답동 229-8
3421,아트원룸텔고시원,고시원업,서울특별시 성동구 행당동 6-2
3422,하얀고시텔,고시원업,서울특별시 성동구 하왕십리동 955-1
3423,신진고시텔,고시원업,서울특별시 성동구 홍익동 360
3424,해피하우스,고시원업,서울특별시 성동구 행당동 227-1
3425,엘림고시원,고시원업,서울특별시 성동구 행당동 1-70
3426,신진고시텔,고시원업,서울특별시 성동구 마장동 768-5
3427,다솔리빙텔(구.이삭리빙텔),고시원업,서울특별시 성동구 행당동 28-7
3428,이제남 고시원,고시원업,서울특별시 성동구 도선동 123
3429,리브가하우스,고시원업,서울특별시 성동구 하왕십리동 977-6
3430,김채봉 고시원,고시원업,서울특별시 성동구 도선동 120
3431,한일원룸텔,고시원업,서울특별시 성동구 마장동 470-5
3432,그린피아고시원,고시원업,서울특별시 성동구 성수동1가 656-734
3433,차오름,고시원업,서울특별시 성동구 행당동 3-19
3434,에벤에셀고시텔,고시원업,서울특별시 은평구 역촌동 63-14
3435,에덴에셀고시텔,고시원업,서울특별시 은평구 응암동 91-5
3436,만민고시텔,고시원업,서울특별시 은평구 역촌동 43-22
3437,패밀리움,고시원업,서울특별시 은평구 응암동 126-23
3438,정호석고시원,고시원업,서울특별시 은평구 대조동 179-35
3439,녹번인터넷고시텔,고시원업,서울특별시 은평구 녹번동 42-22
3440,주식회사 두꺼비하우징,고시원업,서울특별시 은평구 녹번동 109-22
3441,연신내 레지던스 플러스,고시원업,서울특별시 은평구 갈현동 110-5
3442,예광고시원,고시원업,서울특별시 은평구 대조동 3-38
3443,대성고시원,고시원업,서울특별시 은평구 응암동 402-6
3444,예일고시원1,고시원업,서울특별시 은평구 역촌동 1-49
3445,연서리빙텔(3층),고시원업,서울특별시 은평구 갈현동 466-9
3446,연서리빌텔,고시원업,서울특별시 은평구 갈현동 466-9
3447,월든홈스테이,고시원업,서울특별시 은평구 녹번동 215
3448,그루레지던스(연신내역점),고시원업,서울특별시 은평구 갈현동 430-4
3449,서원고시원,고시원업,서울특별시 은평구 응암동 397-214
3450,르블랑고시원,고시원업,서울특별시 은평구 응암동 103-31
3451,타워고시원,고시원업,서울특별시 은평구 응암동 111-42
3452,으뜸고시원,고시원업,서울특별시 은평구 응암동 338-11
3453,연신고시원,고시원업,서울특별시 은평구 대조동 201-2
3454,미셸하우스,고시원업,서울특별시 은평구 응암동 599-67
3455,스마트원룸텔,고시원업,서울특별시 은평구 수색동 415-6
3456,으뜸고시원,고시원업,서울특별시 은평구 대조동 60-17
3457,일광3,고시원업,서울특별시 은평구 응암동 119-11
3458,원룸고시텔,고시원업,서울특별시 은평구 불광동 105-82
3459,정성고시원,고시원업,서울특별시 은평구 응암동 578-1
3460,신사고시원,고시원업,서울특별시 은평구 신사동 20-4
3461,서경고시원-복,고시원업,서울특별시 은평구 대조동 186-41
3462,e고시텔,고시원업,서울특별시 은평구 대조동 200-2
3463,그린하우스,고시원업,서울특별시 은평구 갈현동 241-46
3464,현대고시원,고시원업,서울특별시 은평구 신사동 4-36
3465,완경하이빌(구.해피하우스),고시원업,서울특별시 은평구 응암동 81-209
3466,패밀리움-B,고시원업,서울특별시 은평구 응암동 590-35
3467,토마토리빙텔,고시원업,서울특별시 은평구 갈현동 429-20
3468,소호리빙텔,고시원업,서울특별시 은평구 갈현동 502-2
3469,리빙캐슬(불광역점),고시원업,서울특별시 은평구 대조동 15-91
3470,첼라고시원,고시원업,서울특별시 은평구 응암동 599-69
3471,청안레지던스,고시원업,서울특별시 은평구 신사동 24-22
3472,청아리빙텔,고시원업,서울특별시 은평구 수색동 376-6
3473,장원고시원,고시원업,서울특별시 은평구 신사동 24-45
3474,이지하우스,고시원업,서울특별시 은평구 신사동 25-31
3475,으뜸고시원,고시원업,서울특별시 은평구 갈현동 394-7
3476,원룸고시텔(구.원고시텔),고시원업,서울특별시 은평구 불광동 105-82
3477,오렌지하우스,고시원업,서울특별시 은평구 응암동 589-7
3478,예지홈타운,고시원업,서울특별시 은평구 응암동 122-29
3479,연준고시원,고시원업,서울특별시 은평구 응암동 123-37
3480,연신고시원,고시원업,서울특별시 은평구 갈현동 454-25
3481,에이스빌,고시원업,서울특별시 은평구 갈현동 394-13
3482,아트라고시원,고시원업,서울특별시 은평구 응암동 111-38
3483,아뜨리에딜,고시원업,서울특별시 은평구 응암동 89-36
3484,씨제이고시원,고시원업,서울특별시 은평구 신사동 35-12
3485,갈현동고시원,고시원업,서울특별시 은평구 갈현동 393-17
3486,신사동고시텔,고시원업,서울특별시 은평구 신사동 34-23
3487,신사고시원,고시원업,서울특별시 은평구 신사동 29-144
3488,승주고시원,고시원업,서울특별시 은평구 갈현동 405-1
3489,소이하우징,고시원업,서울특별시 은평구 갈현동 426-4
3490,세종,고시원업,서울특별시 은평구 구산동 3-33
3491,서경고시원,고시원업,서울특별시 은평구 갈현동 412-6
3492,새롬리빙하우스,고시원업,서울특별시 은평구 응암동 110-12
3493,새롬리빙하우스,고시원업,서울특별시 은평구 역촌동 43-4
3494,새롬리빙하우스별관,고시원업,서울특별시 은평구 역촌동 70-1
3495,시그니처레지던스,고시원업,서울특별시 은평구 응암동 126-25
3496,보네르,고시원업,서울특별시 은평구 갈현동 453-18
3497,배승조 고시원,고시원업,서울특별시 은평구 역촌동 43-66
3498,민들레하우스,고시원업,서울특별시 은평구 신사동 27-34
3499,명종원룸텔,고시원업,서울특별시 은평구 갈현동 405-22
3500,명문고시텔,고시원업,서울특별시 은평구 갈현동 433-5
3501,디오빌2,고시원업,서울특별시 은평구 대조동 49-24
3502,한영문원룸텔,고시원업,서울특별시 은평구 대조동 49-54
3503,동양빌,고시원업,서울특별시 은평구 대조동 187-60
3504,대지고시텔,고시원업,서울특별시 은평구 갈현동 464-19
3505,대조동고시원,고시원업,서울특별시 은평구 대조동 59-42
3506,늘푸른빌고시원,고시원업,서울특별시 은평구 응암동 721-15
3507,골드타운,고시원업,서울특별시 은평구 불광동 319-14
3508,고시원,고시원업,서울특별시 은평구 구산동 338-1
3509,경일고시원,고시원업,서울특별시 은평구 불광동 312-9
3510,선영빌딩,고시원업,서울특별시 은평구 녹번동 117-41
3511,동호고시텔,고시원업,서울특별시 은평구 불광동 310-124
3512,진영빌딩,고시원업,서울특별시 은평구 불광동 281-47
3513,일광산업,고시원업,서울특별시 은평구 역촌동 44-20
3514,송원고시원,고시원업,서울특별시 은평구 응암동 111-44
3515,레몬트리(구.이창호고시원),고시원업,서울특별시 은평구 녹번동 109-5
3516,은서빌딩,고시원업,서울특별시 은평구 응암동 599-65
3517,레인보우고시원,고시원업,서울특별시 은평구 대조동 29-7
3518,황보고시원,고시원업,서울특별시 은평구 응암동 81-9
3519,스윗텔,고시원업,서울특별시 은평구 수색동 110-1
3520,SM벨리체,고시원업,서울특별시 은평구 응암동 117-42
3521,싱글하우스(구.수미뜰고시원),고시원업,서울특별시 은평구 응암동 88-28
3522,역촌고시텔,고시원업,서울특별시 은평구 역촌동 48-2
3523,가인고시원,고시원업,서울특별시 은평구 대조동 223-4
3524,대일고시원,고시원업,서울특별시 은평구 불광동 486-20
3525,늘푸른고시텔,고시원업,서울특별시 은평구 신사동 29-168
3526,마이홈리빙텔,고시원업,서울특별시 은평구 대조동 15-134
3527,김하영고시원-복,고시원업,서울특별시 은평구 녹번동 29-9
3528,찬영주택,고시원업,서울특별시 은평구 역촌동 35-26
3529,유엔아이,고시원업,서울특별시 은평구 녹번동 151-5
3530,해뜨는집,고시원업,서울특별시 은평구 불광동 281-123
3531,파로스타운,고시원업,서울특별시 은평구 불광동 319-16
3532,다힐고시원,고시원업,서울특별시 은평구 불광동 13-25
3533,한그루고시원,고시원업,서울특별시 은평구 갈현동 433-36
3534,스튜디오162,고시원업,서울특별시 은평구 녹번동 162-25
3535,삼성유니빌고시원,고시원업,서울특별시 은평구 증산동 164-1
3536,비바쉐르빌고시원,고시원업,서울특별시 은평구 응암동 402-5
3537,일광2,고시원업,서울특별시 은평구 신사동 23-34
3538,노블레지던스,고시원업,서울특별시 은평구 대조동 196-19
3539,카리스,고시원업,서울특별시 은평구 대조동 29-24
3540,휴고시텔,고시원업,서울특별시 은평구 응암동 338-100
3541,리빙캐슬 불광역점,고시원업,서울특별시 은평구 대조동 15-91
3542,두진하우스,고시원업,서울특별시 은평구 대조동 195-13
3543,로얄고시텔(갈현로213-1),고시원업,서울특별시 은평구 갈현동 505-5
3544,비하우스 연신내점,고시원업,서울특별시 은평구 대조동 201-20
3545,신명고시원,고시원업,서울특별시 은평구 신사동 23-49
3546,아카데미고시원,고시원업,서울특별시 은평구 녹번동 141-61
3547,해오름,고시원업,서울특별시 은평구 대조동 6-28
3548,금성아트,고시원업,서울특별시 은평구 불광동 281-62
3549,서울고시원,고시원업,서울특별시 은평구 녹번동 80-9
3550,대명고시원,고시원업,서울특별시 은평구 불광동 490-1
3551,연신빌고시텔,고시원업,서울특별시 은평구 갈현동 401-15
3552,아이고시텔,고시원업,서울특별시 은평구 불광동 323-10
3553,한우리,고시원업,서울특별시 은평구 대조동 172-55
3554,정석고시원,고시원업,서울특별시 은평구 증산동 165-18
3555,하늘고시원,고시원업,서울특별시 은평구 녹번동 141-4
3556,예일고시원,고시원업,서울특별시 은평구 갈현동 471-16
3557,비버하우스(연신내점),고시원업,서울특별시 은평구 갈현동 405-22
3558,럭키룸고시원,고시원업,서울특별시 은평구 증산동 158-17
3559,아카데미고시원,고시원업,서울특별시 은평구 대조동 187-7
3560,으뜸고시텔,고시원업,서울특별시 은평구 갈현동 394-7
3561,자몽쉐어하우스,고시원업,서울특별시 은평구 갈현동 391-46
3562,하나고시원,고시원업,서울특별시 은평구 불광동 285-29
3563,하이빌원룸텔,고시원업,서울특별시 은평구 갈현동 469-1
3564,예일고시원2,고시원업,서울특별시 은평구 역촌동 1-49
3565,올리브스토리고시원,고시원업,서울특별시 은평구 대조동 185-25
3566,태영고시원,고시원업,서울특별시 은평구 대조동 3-41
3567,아카데미 하우스(4층),고시원업,서울특별시 강남구 역삼동 750-26
3568,"아카데미 하우스(2,3층)",고시원업,서울특별시 강남구 역삼동 750-26
3569,이룸리빙텔,고시원업,서울특별시 강남구 신사동 512-18
3570,한솔리빙텔,고시원업,서울특별시 강남구 역삼동 647-5
3571,로데오 하우스,고시원업,서울특별시 강남구 신사동 665-6
3572,포레원룸텔,고시원업,서울특별시 강남구 역삼동 619-30
3573,삼성하우스,고시원업,서울특별시 강남구 삼성동 162-18
3574,JS레지던스,고시원업,서울특별시 강남구 역삼동 628-7
3575,대성제일학사,고시원업,서울특별시 강남구 역삼동 827-75
3576,라임하우스,고시원업,서울특별시 강남구 역삼동 830-22
3577,마이홈리빙텔,고시원업,서울특별시 강남구 신사동 585-2
3578,리빙캐슬고시텔 강남구청점,고시원업,서울특별시 강남구 논현동 106-17
3579,대입기숙학사,고시원업,서울특별시 강남구 역삼동 830-38
3580,신화개발,고시원업,서울특별시 강남구 도곡동 942-10
3581,라이프하우스,고시원업,서울특별시 강남구 논현동 242-27
3582,베스트하우스고시텔,고시원업,서울특별시 강남구 논현동 116-5
3583,호정사,고시원업,서울특별시 강남구 도곡동 947-11
3584,집현전고시원,고시원업,서울특별시 강남구 삼성동 117-15
3585,아이고시텔,고시원업,서울특별시 강남구 대치동 959-11
3586,강남게스트고시텔,고시원업,서울특별시 강남구 역삼동 673-30
3587,엔젤하우스 원룸텔,고시원업,서울특별시 강남구 논현동 217-47
3588,논현고시텔,고시원업,서울특별시 강남구 논현동 159-16
3589,레지던스B,고시원업,서울특별시 강남구 역삼동 798
3590,대성스카이여학사,고시원업,서울특별시 강남구 역삼동 827-75
3591,쉐어원오렌지@역삼603-4,고시원업,서울특별시 강남구 역삼동 603-4
3592,바네사원룸텔,고시원업,서울특별시 강남구 대치동 955
3593,코지하우스,고시원업,서울특별시 강남구 역삼동 753
3594,삼우고시텔,고시원업,서울특별시 강남구 역삼동 752-49
3595,굿모닝하우스,고시원업,서울특별시 강남구 역삼동 642-4
3596,아이하우스(I HOUSE),고시원업,서울특별시 강남구 역삼동 674-26
3597,리빙파크 원룸텔,고시원업,서울특별시 강남구 일원동 666-3
3598,자인여학사,고시원업,서울특별시 강남구 대치동 904-17
3599,스마텔 고시원,고시원업,서울특별시 강남구 논현동 199-4
3600,강남대성학사,고시원업,서울특별시 강남구 역삼동 831-36
3601,하이웰리빙텔,고시원업,서울특별시 강남구 도곡동 945-8
3602,니오빌,고시원업,서울특별시 강남구 신사동 661-8
3603,모닝 레지던스,고시원업,서울특별시 강남구 논현동 231-1
3604,샘터고시원,고시원업,서울특별시 강남구 삼성동 106-6
3605,웰빙텔,고시원업,서울특별시 강남구 삼성동 107-4
3606,백제고시원,고시원업,서울특별시 강남구 대치동 900-56
3607,보보레지던스,고시원업,서울특별시 강남구 신사동 662-14
3608,도도하우스,고시원업,서울특별시 강남구 역삼동 601-6
3609,강남대성학사,고시원업,서울특별시 강남구 역삼동 831-36
3610,그루레지던스,고시원업,서울특별시 강남구 논현동 236-6
3611,대원고시원,고시원업,서울특별시 강남구 대치동 915-6
3612,강남베스트학사,고시원업,서울특별시 강남구 역삼동 831-27
3613,서울학사 강남대성2관,고시원업,서울특별시 강남구 역삼동 827-22
3614,레지던스I,고시원업,서울특별시 강남구 역삼동 698-29
3615,대성여학사,고시원업,서울특별시 강남구 역삼동 827-69
3616,베스텔고시원,고시원업,서울특별시 강남구 신사동 664-3
3617,클라임고시원,고시원업,서울특별시 강남구 대치동 922-18
3618,대성아카데미고시원,고시원업,서울특별시 강남구 역삼동 830-53
3619,반석고시원,고시원업,서울특별시 강남구 역삼동 831-25
3620,제이드레지던스,고시원업,서울특별시 강남구 역삼동 643-14
3621,E1 TOWER,고시원업,서울특별시 강남구 역삼동 721-33
3622,강남하우스(구.씨틸하우스),고시원업,서울특별시 강남구 역삼동 834-52
3623,니오빌,고시원업,서울특별시 강남구 대치동 951-2
3624,케이룸고시원,고시원업,서울특별시 강남구 개포동 1190-2
3625,강남청솔열람원,고시원업,서울특별시 강남구 역삼동 636-30
3626,코아원룸텔,고시원업,서울특별시 강남구 논현동 197
3627,대치휴레지던스,고시원업,서울특별시 강남구 대치동 906-22
3628,비바하우스,고시원업,서울특별시 강남구 역삼동 809-6
3629,대공부학사,고시원업,서울특별시 강남구 대치동 953-19
3630,더게스트하우스,고시원업,서울특별시 강남구 역삼동 646-11
3631,별빛산업,고시원업,서울특별시 강남구 대치동 999-4
3632,에이원 학사2,고시원업,서울특별시 강남구 역삼동 830-17
3633,강남대성학사,고시원업,서울특별시 강남구 역삼동 827-76
3634,제이원(J1),고시원업,서울특별시 강남구 역삼동 792-6
3635,태원학사,고시원업,서울특별시 강남구 역삼동 827-11
3636,역삼 클로이하우스,고시원업,서울특별시 강남구 역삼동 740-3
3637,서울학사대성1관고시원,고시원업,서울특별시 강남구 역삼동 831-48
3638,강남푸른여학사,고시원업,서울특별시 강남구 역삼동 831-48
3639,서울고시원,고시원업,서울특별시 강남구 대치동 917-1
3640,레지던스M,고시원업,서울특별시 강남구 역삼동 677-2
3641,코아리빙텔 대치점,고시원업,서울특별시 강남구 대치동 909-5
3642,라이프하우스,고시원업,서울특별시 강남구 일원동 687-5
3643,라온하우스,고시원업,서울특별시 강남구 대치동 891-34
3644,해피하우스,고시원업,서울특별시 강남구 논현동 87-4
3645,노블레스강남,고시원업,서울특별시 강남구 역삼동 836-25
3646,싱글하우스,고시원업,서울특별시 강남구 신사동 619-1
3647,마루레지던스,고시원업,서울특별시 강남구 논현동 100-21
3648,런던하우스,고시원업,서울특별시 강남구 역삼동 746-14
3649,힐링플러스,고시원업,서울특별시 강남구 역삼동 826-7
3650,예그린하우스,고시원업,서울특별시 강남구 대치동 896-6
3651,e-편한고시텔,고시원업,서울특별시 강남구 대치동 960-11
3652,남양홈,고시원업,서울특별시 강남구 대치동 896
3653,굿스테이원룸텔,고시원업,서울특별시 강남구 역삼동 601-10
3654,로뎀하우스,고시원업,서울특별시 강남구 역삼동 776-22
3655,라임하우스,고시원업,서울특별시 강남구 신사동 516-7
3656,에코리빙텔,고시원업,서울특별시 강남구 대치동 894-14
3657,에클레시아,고시원업,서울특별시 강남구 삼성동 123-25
3658,삼성레지던스,고시원업,서울특별시 강남구 삼성동 143-21
3659,드림하우스,고시원업,서울특별시 강남구 역삼동 601-7
3660,태원 구) 카카오고시텔,고시원업,서울특별시 강남구 역삼동 827-11
3661,역삼원룸텔,고시원업,서울특별시 강남구 역삼동 788-14
3662,메이빌 고시텔,고시원업,서울특별시 강남구 역삼동 677-1
3663,하이빌원룸텔 고시원,고시원업,서울특별시 강남구 논현동 132-3
3664,코코 레지던스,고시원업,서울특별시 강남구 신사동 636-15
3665,코아리빙텔강남구청점,고시원업,서울특별시 강남구 논현동 114-26
3666,김치게스텔,고시원업,서울특별시 강남구 논현동 112-5
3667,오투고시원,고시원업,서울특별시 강남구 역삼동 673-17
3668,웰빙텔,고시원업,서울특별시 강남구 대치동 915-6
3669,플러스하우스,고시원업,서울특별시 강남구 도곡동 945-16
3670,싱글하우스,고시원업,서울특별시 강남구 역삼동 643-12
3671,개포고시텔,고시원업,서울특별시 강남구 개포동 1222-9
3672,코아리빙텔,고시원업,서울특별시 강남구 역삼동 689-33
3673,원일고시텔,고시원업,서울특별시 강남구 역삼동 787
3674,해피하우스,고시원업,서울특별시 강남구 도곡동 943-4
3675,세영고시원,고시원업,서울특별시 강남구 개포동 1187-4
3676,해피하우스 삼성점(구.대명고시원),고시원업,서울특별시 강남구 대치동 956-7
3677,리빙텔,고시원업,서울특별시 강남구 대치동 955-24
3678,힐리빙텔,고시원업,서울특별시 강남구 역삼동 615-34
3679,서울학사,고시원업,서울특별시 강남구 역삼동 827-31
3680,대신원룸텔,고시원업,서울특별시 강남구 역삼동 774-42
3681,폴라리스고시원,고시원업,서울특별시 강남구 논현동 6-9
3682,김성훈,고시원업,서울특별시 강남구 역삼동 688-2
3683,예솔하우스,고시원업,서울특별시 강남구 역삼동 736-21
3684,압구정 레지던스,고시원업,서울특별시 강남구 신사동 564-4
3685,갤럭시원룸텔 삼성점,고시원업,서울특별시 강남구 삼성동 71-14
3686,그린필하우스,고시원업,서울특별시 강남구 역삼동 751-5
3687,골드캐슬 원룸텔,고시원업,서울특별시 강남구 도곡동 942-2
3688,코코리빙텔,고시원업,서울특별시 강남구 논현동 10-3
3689,샘리빙텔,고시원업,서울특별시 강남구 역삼동 811-3
3690,탑레지던스 원룸텔,고시원업,서울특별시 강남구 도곡동 942-6
3691,스카이빌,고시원업,서울특별시 강남구 신사동 515-3
3692,그린필하우스,고시원업,서울특별시 강남구 역삼동 751-5
3693,휴앤아이빌,고시원업,서울특별시 강남구 역삼동 750-17
3694,로얄하우스(휴앤아이원룸텔),고시원업,서울특별시 강남구 역삼동 789-14
3695,휴먼빌원룸텔,고시원업,서울특별시 강남구 논현동 113-21
3696,휴먼고시텔,고시원업,서울특별시 강남구 논현동 226
3697,홈리빙텔 삼성점,고시원업,서울특별시 강남구 삼성동 151-18
3698,허브원룸텔,고시원업,서울특별시 강남구 도곡동 952-4
3699,허브레지던스,고시원업,서울특별시 강남구 논현동 12-2
3700,허브레지던스,고시원업,서울특별시 강남구 대치동 906
3701,해피하우스,고시원업,서울특별시 강남구 논현동 197-22
3702,해피하우스,고시원업,서울특별시 강남구 역삼동 678-16
3703,해피하우스 선릉점,고시원업,서울특별시 강남구 대치동 896-2
3704,한맥고시원,고시원업,서울특별시 강남구 대치동 912
3705,하이퍼메디컬학사,고시원업,서울특별시 강남구 역삼동 636-16
3706,하늘원룸텔,고시원업,서울특별시 강남구 역삼동 734-5
3707,푸른고시원,고시원업,서울특별시 강남구 역삼동 830-61
3708,파크텔,고시원업,서울특별시 강남구 역삼동 663-25
3709,파인힐리빙텔,고시원업,서울특별시 강남구 역삼동 775-4
3710,파인트리레지던스,고시원업,서울특별시 강남구 역삼동 645-18
3711,강남로얄여학사,고시원업,서울특별시 강남구 역삼동 830-38
3712,코쿤하우스,고시원업,서울특별시 강남구 역삼동 788-28
3713,태원  구)코쿤하우스,고시원업,서울특별시 강남구 역삼동 827-11
3714,코코학사,고시원업,서울특별시 강남구 대치동 961-1
3715,코코원룸텔,고시원업,서울특별시 강남구 신사동 661-10
3716,코코리빙텔,고시원업,서울특별시 강남구 역삼동 722-7
3717,코코원룸텔,고시원업,서울특별시 강남구 개포동 1249
3718,코코리빙텔(대치),고시원업,서울특별시 강남구 대치동 905-28
3719,코코리빙텔,고시원업,서울특별시 강남구 논현동 145-13
3720,행복리빙텔,고시원업,서울특별시 강남구 역삼동 769-15
3721,코지고시원,고시원업,서울특별시 강남구 논현동 10-5
3722,코엑스레지던스,고시원업,서울특별시 강남구 삼성동 162-12
3723,코엑스레지던스,고시원업,서울특별시 강남구 삼성동 162-12
3724,코아리빙텔 압구정점,고시원업,서울특별시 강남구 신사동 576-8
3725,선영원룸텔(구.코사,고시원업,서울특별시 강남구 역삼동 774-43
3726,문화고시원,고시원업,서울특별시 강남구 논현동 242-46
3727,코니하우스,고시원업,서울특별시 강남구 삼성동 162-23
3728,케이룸,고시원업,서울특별시 강남구 개포동 1190-2
3729,캐슬파인역삼점,고시원업,서울특별시 강남구 역삼동 733-27
3730,파인하우스,고시원업,서울특별시 강남구 도곡동 951-15
3731,채널빌딩,고시원업,서울특별시 강남구 개포동 1206-4
3732,좋은리빙텔,고시원업,서울특별시 강남구 논현동 232-13
